YEAR,INDEX,TEMP,MODEL,SERIES,USED
2028,4,1.276753426,IPSL_CM5A_LR_4.5,4.5,N
2029,4,0.628652573,IPSL_CM5A_LR_4.5,4.5,N
2030,4,1.772849083,IPSL_CM5A_LR_4.5,4.5,N
2031,4,0.917744637,IPSL_CM5A_LR_4.5,4.5,N
2032,4,1.855421066,IPSL_CM5A_LR_4.5,4.5,N
2033,4,0.55642128,IPSL_CM5A_LR_4.5,4.5,N
2034,4,0.785745621,IPSL_CM5A_LR_4.5,4.5,N
2035,4,1.621125221,IPSL_CM5A_LR_4.5,4.5,N
2036,4,0.792793274,IPSL_CM5A_LR_4.5,4.5,N
2037,4,0.899563789,IPSL_CM5A_LR_4.5,4.5,N
2038,4,0.414798737,IPSL_CM5A_LR_4.5,4.5,N
2039,4,0.008353233,IPSL_CM5A_LR_4.5,4.5,N
2040,4,1.064401627,IPSL_CM5A_LR_4.5,4.5,N
2041,4,1.007392883,IPSL_CM5A_LR_4.5,4.5,N
2042,4,1.455714226,IPSL_CM5A_LR_4.5,4.5,N
2043,4,2.007416725,IPSL_CM5A_LR_4.5,4.5,N
2044,4,1.180098534,IPSL_CM5A_LR_4.5,4.5,N
2045,4,2.86777401,IPSL_CM5A_LR_4.5,4.5,N
2046,4,0.270525932,IPSL_CM5A_LR_4.5,4.5,N
2047,4,3.512236595,IPSL_CM5A_LR_4.5,4.5,N
2048,4,2.272405624,IPSL_CM5A_LR_4.5,4.5,N
2049,4,2.463407516,IPSL_CM5A_LR_4.5,4.5,N
2050,4,2.721736908,IPSL_CM5A_LR_4.5,4.5,N
2051,4,1.163840294,IPSL_CM5A_LR_4.5,4.5,N
2052,4,2.777258873,IPSL_CM5A_LR_4.5,4.5,N
2053,4,3.695363045,IPSL_CM5A_LR_4.5,4.5,N
2054,4,0.18225956,IPSL_CM5A_LR_4.5,4.5,N
2055,4,2.12345314,IPSL_CM5A_LR_4.5,4.5,N
2056,4,2.127868652,IPSL_CM5A_LR_4.5,4.5,N
2057,4,-1.11493969,IPSL_CM5A_LR_4.5,4.5,N
2058,4,2.027468681,IPSL_CM5A_LR_4.5,4.5,N
2059,4,0.904675484,IPSL_CM5A_LR_4.5,4.5,N
2060,4,2.202604294,IPSL_CM5A_LR_4.5,4.5,N
2061,4,2.000626564,IPSL_CM5A_LR_4.5,4.5,N
2062,4,2.574558258,IPSL_CM5A_LR_4.5,4.5,N
2063,4,3.783600807,IPSL_CM5A_LR_4.5,4.5,N
2064,4,0.940266609,IPSL_CM5A_LR_4.5,4.5,N
2065,4,2.887015343,IPSL_CM5A_LR_4.5,4.5,N
2066,4,2.694314003,IPSL_CM5A_LR_4.5,4.5,N
2067,4,1.620094299,IPSL_CM5A_LR_4.5,4.5,N
2068,4,2.01573658,IPSL_CM5A_LR_4.5,4.5,N
2069,4,2.247084618,IPSL_CM5A_LR_4.5,4.5,N
2070,4,1.977433205,IPSL_CM5A_LR_4.5,4.5,N
2071,4,1.008176804,IPSL_CM5A_LR_4.5,4.5,N
2072,4,1.168787003,IPSL_CM5A_LR_4.5,4.5,N
2073,4,-0.074006081,IPSL_CM5A_LR_4.5,4.5,N
2074,4,2.335565567,IPSL_CM5A_LR_4.5,4.5,N
2075,4,2.347243309,IPSL_CM5A_LR_4.5,4.5,N
2076,4,3.989226341,IPSL_CM5A_LR_4.5,4.5,N
2077,4,3.557891846,IPSL_CM5A_LR_4.5,4.5,N
2078,4,3.168265343,IPSL_CM5A_LR_4.5,4.5,N
2079,4,3.474816322,IPSL_CM5A_LR_4.5,4.5,N
2080,4,3.021715164,IPSL_CM5A_LR_4.5,4.5,N
2081,4,3.198309898,IPSL_CM5A_LR_4.5,4.5,N
2082,4,2.48913765,IPSL_CM5A_LR_4.5,4.5,N
2083,4,3.504416466,IPSL_CM5A_LR_4.5,4.5,N
2084,4,1.050339699,IPSL_CM5A_LR_4.5,4.5,N
2085,4,1.344051361,IPSL_CM5A_LR_4.5,4.5,N
2086,4,1.897563934,IPSL_CM5A_LR_4.5,4.5,N
2087,4,2.071818352,IPSL_CM5A_LR_4.5,4.5,N
2088,4,1.708502769,IPSL_CM5A_LR_4.5,4.5,N
2089,4,2.002389908,IPSL_CM5A_LR_4.5,4.5,N
2090,4,1.662535667,IPSL_CM5A_LR_4.5,4.5,N
2091,4,1.540060997,IPSL_CM5A_LR_4.5,4.5,N
2092,4,3.835521698,IPSL_CM5A_LR_4.5,4.5,N
2093,4,1.62618351,IPSL_CM5A_LR_4.5,4.5,N
2094,4,1.44849968,IPSL_CM5A_LR_4.5,4.5,N
2095,4,1.250928879,IPSL_CM5A_LR_4.5,4.5,N
2096,4,1.660458565,IPSL_CM5A_LR_4.5,4.5,N
2097,4,3.790113449,IPSL_CM5A_LR_4.5,4.5,N
2098,4,2.044225693,IPSL_CM5A_LR_4.5,4.5,N
2099,4,3.895194054,IPSL_CM5A_LR_4.5,4.5,N
2020,4,1.92372608,IPSL_CM5A_MR_4.5,4.5,N
2021,4,0.56321335,IPSL_CM5A_MR_4.5,4.5,N
2022,4,0.32930183,IPSL_CM5A_MR_4.5,4.5,N
2023,4,1.06953144,IPSL_CM5A_MR_4.5,4.5,N
2024,4,2.01288128,IPSL_CM5A_MR_4.5,4.5,N
2025,4,1.16151333,IPSL_CM5A_MR_4.5,4.5,N
2026,4,0.47426891,IPSL_CM5A_MR_4.5,4.5,N
2027,4,0.3921175,IPSL_CM5A_MR_4.5,4.5,N
2028,4,1.45730019,IPSL_CM5A_MR_4.5,4.5,N
2029,4,0.5042944,IPSL_CM5A_MR_4.5,4.5,N
2030,4,1.49227715,IPSL_CM5A_MR_4.5,4.5,N
2031,4,1.8434267,IPSL_CM5A_MR_4.5,4.5,N
2032,4,-1.12997341,IPSL_CM5A_MR_4.5,4.5,N
2033,4,2.25211811,IPSL_CM5A_MR_4.5,4.5,N
2034,4,0.80598736,IPSL_CM5A_MR_4.5,4.5,N
2035,4,1.96304989,IPSL_CM5A_MR_4.5,4.5,N
2036,4,0.65894604,IPSL_CM5A_MR_4.5,4.5,N
2037,4,2.01182842,IPSL_CM5A_MR_4.5,4.5,N
2038,4,0.47346973,IPSL_CM5A_MR_4.5,4.5,N
2039,4,1.80308342,IPSL_CM5A_MR_4.5,4.5,N
2040,4,1.54901886,IPSL_CM5A_MR_4.5,4.5,N
2041,4,1.61783314,IPSL_CM5A_MR_4.5,4.5,N
2042,4,0.42742443,IPSL_CM5A_MR_4.5,4.5,N
2043,4,0.39220333,IPSL_CM5A_MR_4.5,4.5,N
2044,4,-0.05177021,IPSL_CM5A_MR_4.5,4.5,N
2045,4,2.16594124,IPSL_CM5A_MR_4.5,4.5,N
2046,4,1.76563549,IPSL_CM5A_MR_4.5,4.5,N
2047,4,1.08459091,IPSL_CM5A_MR_4.5,4.5,N
2048,4,0.0827446,IPSL_CM5A_MR_4.5,4.5,N
2049,4,1.24114704,IPSL_CM5A_MR_4.5,4.5,N
2050,4,2.93309784,IPSL_CM5A_MR_4.5,4.5,N
2051,4,1.96942425,IPSL_CM5A_MR_4.5,4.5,N
2052,4,2.13394833,IPSL_CM5A_MR_4.5,4.5,N
2053,4,0.95203972,IPSL_CM5A_MR_4.5,4.5,N
2054,4,0.1126318,IPSL_CM5A_MR_4.5,4.5,N
2055,4,1.03965378,IPSL_CM5A_MR_4.5,4.5,N
2056,4,1.02833748,IPSL_CM5A_MR_4.5,4.5,N
2057,4,1.742589,IPSL_CM5A_MR_4.5,4.5,N
2058,4,2.65159702,IPSL_CM5A_MR_4.5,4.5,N
2059,4,0.79358768,IPSL_CM5A_MR_4.5,4.5,N
2060,4,2.17260265,IPSL_CM5A_MR_4.5,4.5,N
2061,4,1.25538158,IPSL_CM5A_MR_4.5,4.5,N
2062,4,0.92140961,IPSL_CM5A_MR_4.5,4.5,N
2063,4,0.47128677,IPSL_CM5A_MR_4.5,4.5,N
2064,4,1.10277462,IPSL_CM5A_MR_4.5,4.5,N
2065,4,2.34671116,IPSL_CM5A_MR_4.5,4.5,N
2066,4,1.9401741,IPSL_CM5A_MR_4.5,4.5,N
2067,4,2.43199539,IPSL_CM5A_MR_4.5,4.5,N
2068,4,2.07095146,IPSL_CM5A_MR_4.5,4.5,N
2069,4,1.71481419,IPSL_CM5A_MR_4.5,4.5,N
2070,4,2.10020638,IPSL_CM5A_MR_4.5,4.5,N
2071,4,1.99179649,IPSL_CM5A_MR_4.5,4.5,N
2072,4,1.82804298,IPSL_CM5A_MR_4.5,4.5,N
2073,4,2.36996651,IPSL_CM5A_MR_4.5,4.5,N
2074,4,1.78833961,IPSL_CM5A_MR_4.5,4.5,N
2075,4,2.13949776,IPSL_CM5A_MR_4.5,4.5,N
2076,4,2.43755245,IPSL_CM5A_MR_4.5,4.5,N
2077,4,2.4576931,IPSL_CM5A_MR_4.5,4.5,N
2078,4,1.82058239,IPSL_CM5A_MR_4.5,4.5,N
2079,4,2.42297363,IPSL_CM5A_MR_4.5,4.5,N
2080,4,2.08646584,IPSL_CM5A_MR_4.5,4.5,N
2081,4,2.35839272,IPSL_CM5A_MR_4.5,4.5,N
2082,4,1.66190624,IPSL_CM5A_MR_4.5,4.5,N
2083,4,1.75675678,IPSL_CM5A_MR_4.5,4.5,N
2084,4,0.56071568,IPSL_CM5A_MR_4.5,4.5,N
2085,4,1.61972046,IPSL_CM5A_MR_4.5,4.5,N
2086,4,2.59108067,IPSL_CM5A_MR_4.5,4.5,N
2087,4,1.8117609,IPSL_CM5A_MR_4.5,4.5,N
2088,4,2.90699673,IPSL_CM5A_MR_4.5,4.5,N
2089,4,1.0481739,IPSL_CM5A_MR_4.5,4.5,N
2090,4,2.96856308,IPSL_CM5A_MR_4.5,4.5,N
2091,4,2.35372734,IPSL_CM5A_MR_4.5,4.5,N
2092,4,2.37048817,IPSL_CM5A_MR_4.5,4.5,N
2093,4,3.05060291,IPSL_CM5A_MR_4.5,4.5,N
2094,4,1.53148174,IPSL_CM5A_MR_4.5,4.5,N
2095,4,2.20608902,IPSL_CM5A_MR_4.5,4.5,N
2096,4,1.66985703,IPSL_CM5A_MR_4.5,4.5,N
2097,4,1.10775661,IPSL_CM5A_MR_4.5,4.5,N
2098,4,1.56247616,IPSL_CM5A_MR_4.5,4.5,N
2099,4,2.81527519,IPSL_CM5A_MR_4.5,4.5,N
2020,4,0.54209232,MPI_ESM_LR_4.5,4.5,Y
2021,4,1.66786289,MPI_ESM_LR_4.5,4.5,Y
2022,4,1.49655819,MPI_ESM_LR_4.5,4.5,Y
2023,4,-0.22593498,MPI_ESM_LR_4.5,4.5,Y
2024,4,0.70214558,MPI_ESM_LR_4.5,4.5,Y
2025,4,0.57996082,MPI_ESM_LR_4.5,4.5,Y
2026,4,1.33021545,MPI_ESM_LR_4.5,4.5,Y
2027,4,-0.02744007,MPI_ESM_LR_4.5,4.5,Y
2028,4,0.82020378,MPI_ESM_LR_4.5,4.5,Y
2029,4,0.44028759,MPI_ESM_LR_4.5,4.5,Y
2030,4,0.53969574,MPI_ESM_LR_4.5,4.5,Y
2031,4,1.56562233,MPI_ESM_LR_4.5,4.5,Y
2032,4,3.31037998,MPI_ESM_LR_4.5,4.5,Y
2033,4,2.42920208,MPI_ESM_LR_4.5,4.5,Y
2034,4,1.93187428,MPI_ESM_LR_4.5,4.5,Y
2035,4,0.51136494,MPI_ESM_LR_4.5,4.5,Y
2036,4,1.63127041,MPI_ESM_LR_4.5,4.5,Y
2037,4,1.22191429,MPI_ESM_LR_4.5,4.5,Y
2038,4,-0.50866508,MPI_ESM_LR_4.5,4.5,Y
2039,4,1.33015919,MPI_ESM_LR_4.5,4.5,Y
2040,4,0.77567005,MPI_ESM_LR_4.5,4.5,Y
2041,4,0.02717113,MPI_ESM_LR_4.5,4.5,Y
2042,4,1.49851513,MPI_ESM_LR_4.5,4.5,Y
2043,4,0.30451488,MPI_ESM_LR_4.5,4.5,Y
2044,4,2.74047375,MPI_ESM_LR_4.5,4.5,Y
2045,4,0.86782551,MPI_ESM_LR_4.5,4.5,Y
2046,4,0.78730679,MPI_ESM_LR_4.5,4.5,Y
2047,4,2.39547253,MPI_ESM_LR_4.5,4.5,Y
2048,4,0.63414574,MPI_ESM_LR_4.5,4.5,Y
2049,4,-0.0771637,MPI_ESM_LR_4.5,4.5,Y
2050,4,1.10813808,MPI_ESM_LR_4.5,4.5,Y
2051,4,2.31638527,MPI_ESM_LR_4.5,4.5,Y
2052,4,2.75329113,MPI_ESM_LR_4.5,4.5,Y
2053,4,1.72422028,MPI_ESM_LR_4.5,4.5,Y
2054,4,1.38578606,MPI_ESM_LR_4.5,4.5,Y
2055,4,1.47561646,MPI_ESM_LR_4.5,4.5,Y
2056,4,0.78849888,MPI_ESM_LR_4.5,4.5,Y
2057,4,0.63660526,MPI_ESM_LR_4.5,4.5,Y
2058,4,2.13481236,MPI_ESM_LR_4.5,4.5,Y
2059,4,2.11223602,MPI_ESM_LR_4.5,4.5,Y
2060,4,2.16666222,MPI_ESM_LR_4.5,4.5,Y
2061,4,1.5618372,MPI_ESM_LR_4.5,4.5,Y
2062,4,0.59799004,MPI_ESM_LR_4.5,4.5,Y
2063,4,2.68053436,MPI_ESM_LR_4.5,4.5,Y
2064,4,2.00261784,MPI_ESM_LR_4.5,4.5,Y
2065,4,2.0717144,MPI_ESM_LR_4.5,4.5,Y
2066,4,2.44136429,MPI_ESM_LR_4.5,4.5,Y
2067,4,0.8503437,MPI_ESM_LR_4.5,4.5,Y
2068,4,2.79750538,MPI_ESM_LR_4.5,4.5,Y
2069,4,2.14627934,MPI_ESM_LR_4.5,4.5,Y
2070,4,2.63195324,MPI_ESM_LR_4.5,4.5,Y
2071,4,0.80124855,MPI_ESM_LR_4.5,4.5,Y
2072,4,1.08142757,MPI_ESM_LR_4.5,4.5,Y
2073,4,0.16967678,MPI_ESM_LR_4.5,4.5,Y
2074,4,2.29705143,MPI_ESM_LR_4.5,4.5,Y
2075,4,-0.33767796,MPI_ESM_LR_4.5,4.5,Y
2076,4,0.86576843,MPI_ESM_LR_4.5,4.5,Y
2077,4,0.98577785,MPI_ESM_LR_4.5,4.5,Y
2078,4,1.46243286,MPI_ESM_LR_4.5,4.5,Y
2079,4,1.76926804,MPI_ESM_LR_4.5,4.5,Y
2080,4,2.85901642,MPI_ESM_LR_4.5,4.5,Y
2081,4,3.19061565,MPI_ESM_LR_4.5,4.5,Y
2082,4,2.96256256,MPI_ESM_LR_4.5,4.5,Y
2083,4,1.82085419,MPI_ESM_LR_4.5,4.5,Y
2084,4,0.61028385,MPI_ESM_LR_4.5,4.5,Y
2085,4,1.83280659,MPI_ESM_LR_4.5,4.5,Y
2086,4,1.5067625,MPI_ESM_LR_4.5,4.5,Y
2087,4,1.19713116,MPI_ESM_LR_4.5,4.5,Y
2088,4,1.28411961,MPI_ESM_LR_4.5,4.5,Y
2089,4,1.09958267,MPI_ESM_LR_4.5,4.5,Y
2090,4,1.01705456,MPI_ESM_LR_4.5,4.5,Y
2091,4,1.70742321,MPI_ESM_LR_4.5,4.5,Y
2092,4,2.01166725,MPI_ESM_LR_4.5,4.5,Y
2093,4,0.44326687,MPI_ESM_LR_4.5,4.5,Y
2094,4,0.81611061,MPI_ESM_LR_4.5,4.5,Y
2095,4,1.95981598,MPI_ESM_LR_4.5,4.5,Y
2096,4,1.74367809,MPI_ESM_LR_4.5,4.5,Y
2097,4,1.66227722,MPI_ESM_LR_4.5,4.5,Y
2098,4,1.33859921,MPI_ESM_LR_4.5,4.5,Y
2099,4,0.10590935,MPI_ESM_LR_4.5,4.5,Y
2020,4,0.81568909,MPI_ESM_MR_4.5,4.5,Y
2021,4,0.52005959,MPI_ESM_MR_4.5,4.5,Y
2022,4,0.77149391,MPI_ESM_MR_4.5,4.5,Y
2023,4,1.056283,MPI_ESM_MR_4.5,4.5,Y
2024,4,0.63633442,MPI_ESM_MR_4.5,4.5,Y
2025,4,1.00973225,MPI_ESM_MR_4.5,4.5,Y
2026,4,1.47775364,MPI_ESM_MR_4.5,4.5,Y
2027,4,1.12147236,MPI_ESM_MR_4.5,4.5,Y
2028,4,1.73259735,MPI_ESM_MR_4.5,4.5,Y
2029,4,-0.20135307,MPI_ESM_MR_4.5,4.5,Y
2030,4,1.92679214,MPI_ESM_MR_4.5,4.5,Y
2031,4,0.42267609,MPI_ESM_MR_4.5,4.5,Y
2032,4,0.63093758,MPI_ESM_MR_4.5,4.5,Y
2033,4,0.24633503,MPI_ESM_MR_4.5,4.5,Y
2034,4,0.59921837,MPI_ESM_MR_4.5,4.5,Y
2035,4,-1.15529585,MPI_ESM_MR_4.5,4.5,Y
2036,4,0.47768688,MPI_ESM_MR_4.5,4.5,Y
2037,4,-0.0400362,MPI_ESM_MR_4.5,4.5,Y
2038,4,0.66807079,MPI_ESM_MR_4.5,4.5,Y
2039,4,1.20513535,MPI_ESM_MR_4.5,4.5,Y
2040,4,1.13918304,MPI_ESM_MR_4.5,4.5,Y
2041,4,1.8703022,MPI_ESM_MR_4.5,4.5,Y
2042,4,2.26743221,MPI_ESM_MR_4.5,4.5,Y
2043,4,2.46768284,MPI_ESM_MR_4.5,4.5,Y
2044,4,0.32230663,MPI_ESM_MR_4.5,4.5,Y
2045,4,0.14622593,MPI_ESM_MR_4.5,4.5,Y
2046,4,1.00464058,MPI_ESM_MR_4.5,4.5,Y
2047,4,0.9420414,MPI_ESM_MR_4.5,4.5,Y
2048,4,1.90471268,MPI_ESM_MR_4.5,4.5,Y
2049,4,1.3401947,MPI_ESM_MR_4.5,4.5,Y
2050,4,1.93896675,MPI_ESM_MR_4.5,4.5,Y
2051,4,2.1588316,MPI_ESM_MR_4.5,4.5,Y
2052,4,1.70331955,MPI_ESM_MR_4.5,4.5,Y
2053,4,0.55052662,MPI_ESM_MR_4.5,4.5,Y
2054,4,1.22182941,MPI_ESM_MR_4.5,4.5,Y
2055,4,1.18430901,MPI_ESM_MR_4.5,4.5,Y
2056,4,1.97280407,MPI_ESM_MR_4.5,4.5,Y
2057,4,0.89746666,MPI_ESM_MR_4.5,4.5,Y
2058,4,1.31582642,MPI_ESM_MR_4.5,4.5,Y
2059,4,1.10096741,MPI_ESM_MR_4.5,4.5,Y
2060,4,1.87782764,MPI_ESM_MR_4.5,4.5,Y
2061,4,2.66957569,MPI_ESM_MR_4.5,4.5,Y
2062,4,1.91380978,MPI_ESM_MR_4.5,4.5,Y
2063,4,2.29203129,MPI_ESM_MR_4.5,4.5,Y
2064,4,0.72725677,MPI_ESM_MR_4.5,4.5,Y
2065,4,3.21412945,MPI_ESM_MR_4.5,4.5,Y
2066,4,1.83783817,MPI_ESM_MR_4.5,4.5,Y
2067,4,2.5865612,MPI_ESM_MR_4.5,4.5,Y
2068,4,1.77330494,MPI_ESM_MR_4.5,4.5,Y
2069,4,2.33689213,MPI_ESM_MR_4.5,4.5,Y
2070,4,1.22576618,MPI_ESM_MR_4.5,4.5,Y
2071,4,0.79517078,MPI_ESM_MR_4.5,4.5,Y
2072,4,0.28774834,MPI_ESM_MR_4.5,4.5,Y
2073,4,1.77419376,MPI_ESM_MR_4.5,4.5,Y
2074,4,1.397048,MPI_ESM_MR_4.5,4.5,Y
2075,4,1.18698692,MPI_ESM_MR_4.5,4.5,Y
2076,4,0.83797646,MPI_ESM_MR_4.5,4.5,Y
2077,4,2.1894207,MPI_ESM_MR_4.5,4.5,Y
2078,4,3.90874386,MPI_ESM_MR_4.5,4.5,Y
2079,4,0.08230591,MPI_ESM_MR_4.5,4.5,Y
2080,4,-0.04864216,MPI_ESM_MR_4.5,4.5,Y
2081,4,1.18598747,MPI_ESM_MR_4.5,4.5,Y
2082,4,1.76804256,MPI_ESM_MR_4.5,4.5,Y
2083,4,1.84531879,MPI_ESM_MR_4.5,4.5,Y
2084,4,2.00655746,MPI_ESM_MR_4.5,4.5,Y
2085,4,2.82361507,MPI_ESM_MR_4.5,4.5,Y
2086,4,1.6181221,MPI_ESM_MR_4.5,4.5,Y
2087,4,2.25366592,MPI_ESM_MR_4.5,4.5,Y
2088,4,1.4953537,MPI_ESM_MR_4.5,4.5,Y
2089,4,2.1418829,MPI_ESM_MR_4.5,4.5,Y
2090,4,2.02040291,MPI_ESM_MR_4.5,4.5,Y
2091,4,0.79510498,MPI_ESM_MR_4.5,4.5,Y
2092,4,2.39517212,MPI_ESM_MR_4.5,4.5,Y
2093,4,1.54547691,MPI_ESM_MR_4.5,4.5,Y
2094,4,1.36122608,MPI_ESM_MR_4.5,4.5,Y
2095,4,1.9969759,MPI_ESM_MR_4.5,4.5,Y
2096,4,2.5940752,MPI_ESM_MR_4.5,4.5,Y
2097,4,1.32257462,MPI_ESM_MR_4.5,4.5,Y
2098,4,3.53533936,MPI_ESM_MR_4.5,4.5,Y
2099,4,1.78947926,MPI_ESM_MR_4.5,4.5,Y
2020,4,0.11560154,NORESM1_ME_4.5,4.5,N
2021,4,-0.243041039,NORESM1_ME_4.5,4.5,N
2022,4,-0.001531601,NORESM1_ME_4.5,4.5,N
2023,4,0.164634705,NORESM1_ME_4.5,4.5,N
2024,4,1.61606884,NORESM1_ME_4.5,4.5,N
2025,4,1.106084824,NORESM1_ME_4.5,4.5,N
2026,4,-0.152442932,NORESM1_ME_4.5,4.5,N
2027,4,-0.094619751,NORESM1_ME_4.5,4.5,N
2028,4,2.090504646,NORESM1_ME_4.5,4.5,N
2029,4,0.934398651,NORESM1_ME_4.5,4.5,N
2030,4,1.186672211,NORESM1_ME_4.5,4.5,N
2031,4,0.259034157,NORESM1_ME_4.5,4.5,N
2032,4,-0.027047157,NORESM1_ME_4.5,4.5,N
2033,4,0.145880699,NORESM1_ME_4.5,4.5,N
2034,4,0.265148163,NORESM1_ME_4.5,4.5,N
2035,4,-0.357546806,NORESM1_ME_4.5,4.5,N
2036,4,1.448747635,NORESM1_ME_4.5,4.5,N
2037,4,0.524094582,NORESM1_ME_4.5,4.5,N
2038,4,1.411565781,NORESM1_ME_4.5,4.5,N
2039,4,1.116474152,NORESM1_ME_4.5,4.5,N
2040,4,1.55505085,NORESM1_ME_4.5,4.5,N
2041,4,1.049882889,NORESM1_ME_4.5,4.5,N
2042,4,-0.347578049,NORESM1_ME_4.5,4.5,N
2043,4,0.935061455,NORESM1_ME_4.5,4.5,N
2044,4,0.375053406,NORESM1_ME_4.5,4.5,N
2045,4,0.637266159,NORESM1_ME_4.5,4.5,N
2046,4,2.703751564,NORESM1_ME_4.5,4.5,N
2047,4,1.507909775,NORESM1_ME_4.5,4.5,N
2048,4,0.545262337,NORESM1_ME_4.5,4.5,N
2049,4,0.36457634,NORESM1_ME_4.5,4.5,N
2050,4,1.022075653,NORESM1_ME_4.5,4.5,N
2051,4,2.238073349,NORESM1_ME_4.5,4.5,N
2052,4,2.162672043,NORESM1_ME_4.5,4.5,N
2053,4,3.058558464,NORESM1_ME_4.5,4.5,N
2054,4,1.50679493,NORESM1_ME_4.5,4.5,N
2055,4,1.942669868,NORESM1_ME_4.5,4.5,N
2056,4,2.604453087,NORESM1_ME_4.5,4.5,N
2057,4,1.443898201,NORESM1_ME_4.5,4.5,N
2058,4,3.014450073,NORESM1_ME_4.5,4.5,N
2059,4,2.442481041,NORESM1_ME_4.5,4.5,N
2060,4,1.759483337,NORESM1_ME_4.5,4.5,N
2061,4,1.051992416,NORESM1_ME_4.5,4.5,N
2062,4,0.366769791,NORESM1_ME_4.5,4.5,N
2063,4,0.980042458,NORESM1_ME_4.5,4.5,N
2064,4,2.877073288,NORESM1_ME_4.5,4.5,N
2065,4,1.278282166,NORESM1_ME_4.5,4.5,N
2066,4,1.198600769,NORESM1_ME_4.5,4.5,N
2067,4,0.862737656,NORESM1_ME_4.5,4.5,N
2068,4,0.707425117,NORESM1_ME_4.5,4.5,N
2069,4,1.300494194,NORESM1_ME_4.5,4.5,N
2070,4,2.917750359,NORESM1_ME_4.5,4.5,N
2071,4,1.204792976,NORESM1_ME_4.5,4.5,N
2072,4,3.351415634,NORESM1_ME_4.5,4.5,N
2073,4,3.794338226,NORESM1_ME_4.5,4.5,N
2074,4,2.173921585,NORESM1_ME_4.5,4.5,N
2075,4,2.337889671,NORESM1_ME_4.5,4.5,N
2076,4,1.626047134,NORESM1_ME_4.5,4.5,N
2077,4,1.641123772,NORESM1_ME_4.5,4.5,N
2078,4,1.106502533,NORESM1_ME_4.5,4.5,N
2079,4,2.738603592,NORESM1_ME_4.5,4.5,N
2080,4,0.382948875,NORESM1_ME_4.5,4.5,N
2081,4,2.780302048,NORESM1_ME_4.5,4.5,N
2082,4,1.406849861,NORESM1_ME_4.5,4.5,N
2083,4,1.54886055,NORESM1_ME_4.5,4.5,N
2084,4,1.395350456,NORESM1_ME_4.5,4.5,N
2085,4,1.785993576,NORESM1_ME_4.5,4.5,N
2086,4,1.292019844,NORESM1_ME_4.5,4.5,N
2087,4,1.527146339,NORESM1_ME_4.5,4.5,N
2088,4,2.015933037,NORESM1_ME_4.5,4.5,N
2089,4,2.748389244,NORESM1_ME_4.5,4.5,N
2090,4,3.481306076,NORESM1_ME_4.5,4.5,N
2091,4,2.843255043,NORESM1_ME_4.5,4.5,N
2092,4,0.785268784,NORESM1_ME_4.5,4.5,N
2093,4,1.548927307,NORESM1_ME_4.5,4.5,N
2094,4,0.877017975,NORESM1_ME_4.5,4.5,N
2095,4,2.221392632,NORESM1_ME_4.5,4.5,N
2096,4,2.291871071,NORESM1_ME_4.5,4.5,N
2097,4,0.947368622,NORESM1_ME_4.5,4.5,N
2098,4,2.247247696,NORESM1_ME_4.5,4.5,N
2099,4,2.527210236,NORESM1_ME_4.5,4.5,N
