TONS,ZONE,GEAR,TYPE,YEAR,MONTH,SPECIES_GROUP
0.189305387,WY,POT,R,2021,7,PCOD
0.0019467045,WY,POT,D,2021,7,PCOD
0.2548504101,WY,HAL,R,2021,9,PCOD
1740.7347387428,CG,POT,R,2021,1,PCOD
2.3864227263,PWSI,HAL,R,2021,9,PCOD
1.8471506495,WY,HAL,R,2021,8,PCOD
6.7636162916,CG,HAL,D,2021,11,PCOD
2.9362319467,WG,TRW,D,2021,9,PCOD
0.0493887188,SE,POT,D,2021,8,PCOD
1.9579634338,WY,HAL,D,2021,10,PCOD
13.5446569617,WG,POT,R,2021,11,PCOD
0.0192185605,SEI,POT,D,2021,11,PCOD
0.0060170416,SEI,POT,R,2021,11,PCOD
0.0544310844,WG,HAL,R,2021,12,PCOD
0.3632918644,WG,POT,D,2021,2,PCOD
0.0339749312,WG,POT,D,2021,12,PCOD
7.5352723275,WG,HAL,D,2021,2,PCOD
31.6942578668,CG,HAL,D,2022,8,PCOD
1287.6621130233,CG,TRW,R,2022,3,PCOD
1.6679870742,CG,POT,D,2022,10,PCOD
3.6451000543,CG,POT,D,2022,9,PCOD
0.0579313937,WG,POT,D,2022,1,PCOD
0.0404216397,SE,POT,D,2022,10,PCOD
3.0382899105,SE,HAL,D,2022,10,PCOD
77.6440349568,CG,JIG,R,2022,6,PCOD
0.1556840096,WY,HAL,R,2022,9,PCOD
0.4517141373,WY,HAL,D,2022,4,PCOD
1.5099684936,SEI,HAL,D,2022,11,PCOD
0.0603277852,WG,TRW,D,2022,10,PCOD
9.5918642071,PWSI,HAL,R,2022,8,PCOD
1.2358173204,PWSI,HAL,D,2022,5,PCOD
0.7527785861,CG,HAL,D,2022,1,PCOD
458.1272229393,WG,HAL,R,2022,11,PCOD
60.6926713355,WG,HAL,D,2022,7,PCOD
5.7061929403,WG,HAL,R,2022,7,PCOD
0.2257834339,WY,HAL,D,2022,3,PCOD
44.613590131,CG,TRW,D,2022,5,PCOD
4.1855467366,CG,JIG,R,2022,10,PCOD
0.0045359237,SE,POT,R,2022,6,PCOD
11.6091875759,PWSI,HAL,R,2022,1,PCOD
0.03878,WY,TRW,R,2022,7,PCOD
0.0041135508,WY,POT,D,2022,5,PCOD
23.0603875866,WY,HAL,D,2023,5,PCOD
5.2976505007,WY,HAL,D,2023,4,PCOD
3.135042545,PWSI,HAL,R,2023,4,PCOD
109.2467966158,PWSI,HAL,R,2023,2,PCOD
79.9945904232,WG,HAL,D,2023,8,PCOD
2.9847915408,CG,POT,D,2023,3,PCOD
3.4782655451,CG,JIG,R,2023,7,PCOD
22.6994479423,CG,TRW,D,2023,3,PCOD
11.3422392728,CG,HAL,D,2023,8,PCOD
0.8046728644,SEI,HAL,R,2023,7,PCOD
10.5705536185,CG,JIG,R,2023,2,PCOD
1.791569766,WG,HAL,D,2023,4,PCOD
14.2128448075,WG,JIG,R,2023,1,PCOD
0.0282084299,WG,POT,D,2023,2,PCOD
10.5827635847,SEI,HAL,R,2023,3,PCOD
24.3849129005,CG,TRW,R,2023,1,PCOD
0.7502788079,PWSI,JIG,R,2023,4,PCOD
0.0106815301,WY,POT,D,2023,4,PCOD
245.2020202021,WG,HAL,R,2023,3,PCOD
0.0081646627,SE,POT,R,2023,6,PCOD
0.0249475803,SEI,JIG,R,2023,7,PCOD
31.12,SE,HAL,R,1991,5,PCOD
5.43,CG,TRW,D,1991,2,PCOD
193.57,CG,TRW,R,1991,9,PCOD
14.38,WG,HAL,R,1991,8,PCOD
659.55,CG,HAL,R,1991,2,PCOD
7815.65,WG,TRW,R,1991,2,PCOD
2.34,CG,TRW,D,1991,5,PCOD
7.57,CG,TRW,D,1991,7,PCOD
1.15,CG,JIG,R,1991,5,PCOD
487.87,WG,TRW,R,1991,10,PCOD
170.09,CG,HAL,R,1991,1,PCOD
90.02,WG,TRW,R,1991,7,PCOD
180.88,WG,TRW,R,1991,9,PCOD
1.7,CG,POT,D,1991,2,PCOD
12.46,CG,HAL,R,1991,9,PCOD
3.78,WG,JIG,R,1991,2,PCOD
3.97,SE,JIG,R,1991,9,PCOD
0.41,SE,TRW,D,1991,3,PCOD
4.17,WG,HAL,R,1991,9,PCOD
1.83,WY,HAL,D,1991,6,PCOD
0.21,SE,HAL,D,1991,5,PCOD
12.35,WY,HAL,R,1991,5,PCOD
365.1,WG,TRW,D,1992,5,PCOD
19.08,CG,JIG,R,1992,9,PCOD
2630.57,CG,TRW,R,1992,4,PCOD
1739.14,CG,POT,R,1992,2,PCOD
1082.36,CG,HAL,R,1992,9,PCOD
101.06,WG,HAL,D,1992,8,PCOD
8.81,WY,HAL,R,1992,9,PCOD
2044.82,WG,HAL,R,1992,3,PCOD
1299.96,WG,HAL,R,1992,1,PCOD
4.32,WG,POT,R,1992,5,PCOD
6.38,WY,TRW,R,1992,10,PCOD
0.52,WY,TRW,D,1992,10,PCOD
1.33,CG,JIG,R,1992,2,PCOD
12.88,WY,TRW,D,1992,7,PCOD
31.12,WG,HAL,D,1992,2,PCOD
55.36,WY,HAL,R,1992,10,PCOD
199.37,WY,HAL,R,1992,8,PCOD
1.92,SE,HAL,R,1992,11,PCOD
1.42,SE,JIG,R,1992,8,PCOD
6.3,SE,HAL,R,1992,2,PCOD
2.24,CG,HAL,D,1992,2,PCOD
22.96,SEI,HAL,D,1992,6,PCOD
0.01,WY,HAL,D,1992,4,PCOD
0.1,WY,POT,D,1992,4,PCOD
0.64,SE,TRW,R,1992,7,PCOD
13.69,PWSI,POT,R,1992,4,PCOD
10.04,WY,POT,R,1992,2,PCOD
6.77,CG,JIG,R,1992,1,PCOD
5.72,WY,HAL,D,1993,6,PCOD
16710.16,CG,TRW,R,1993,3,PCOD
895.15,CG,TRW,D,1993,3,PCOD
1798.56,CG,HAL,R,1993,3,PCOD
51.42,CG,HAL,D,1993,3,PCOD
9.95,WG,TRW,D,1993,10,PCOD
4.21,SE,HAL,R,1993,1,PCOD
1423.42,CG,TRW,D,1993,7,PCOD
9.98,CG,TRW,R,1993,6,PCOD
2.33,CG,HAL,R,1993,4,PCOD
43.58,SEI,HAL,R,1993,9,PCOD
16.39,WY,HAL,R,1993,6,PCOD
5.06,PWSI,HAL,D,1993,5,PCOD
1.85,WY,HAL,R,1993,9,PCOD
4.69,SE,HAL,R,1993,9,PCOD
0.81,WG,HAL,R,1993,8,PCOD
0.07,SEI,HAL,D,1993,3,PCOD
1878.12,WG,HAL,R,1993,2,PCOD
1895.58,WG,HAL,R,1993,3,PCOD
79.93,WG,HAL,D,1993,2,PCOD
0.01,CG,HAL,D,1993,7,PCOD
0.2,PWSI,HAL,D,1993,9,PCOD
2.26,WY,TRW,R,1993,7,PCOD
318.48,CG,TRW,D,1994,4,PCOD
0.21,SE,TRW,D,1994,7,PCOD
399.41,CG,TRW,R,1994,10,PCOD
2722.57,CG,POT,R,1994,3,PCOD
122.61,WG,TRW,D,1994,7,PCOD
0.59,PWSI,POT,D,1994,3,PCOD
38.44,CG,TRW,D,1994,1,PCOD
71.11,WG,TRW,D,1994,2,PCOD
39.95,WG,HAL,D,1994,2,PCOD
4.73,PWSI,HAL,R,1994,5,PCOD
0.14,SEI,JIG,R,1994,3,PCOD
0.63,SE,HAL,D,1994,2,PCOD
377.22,WG,TRW,R,1994,1,PCOD
2.11,CG,HAL,R,1994,9,PCOD
41,WG,POT,R,1994,11,PCOD
0.01,WG,HAL,D,1994,4,PCOD
0.24,SE,HAL,D,1994,11,PCOD
0.05,SEI,HAL,D,1994,7,PCOD
9.45,WG,POT,D,1994,2,PCOD
0.21,WY,TRW,R,1994,1,PCOD
1.5,PWSI,HAL,R,1995,5,PCOD
13.14,PWSI,HAL,R,1995,6,PCOD
0.21,PWSI,HAL,R,1995,4,PCOD
1004.78,CG,HAL,R,1995,1,PCOD
1305.56,CG,HAL,R,1995,2,PCOD
0.74,PWSI,HAL,D,1995,6,PCOD
0.05,WY,HAL,R,1995,10,PCOD
0.28,SE,HAL,R,1995,10,PCOD
15.39,CG,HAL,R,1995,8,PCOD
533.92,WG,TRW,D,1995,3,PCOD
1.9,WY,HAL,D,1995,6,PCOD
0.68,SE,HAL,R,1995,12,PCOD
12,SEI,HAL,R,1995,6,PCOD
0.38,SEI,HAL,D,1995,4,PCOD
0.22,PWSI,POT,D,1995,2,PCOD
30.22,WG,TRW,D,1995,1,PCOD
92.53,WG,TRW,D,1995,2,PCOD
0.1,SEI,HAL,D,1995,8,PCOD
13.95,WG,TRW,R,1995,7,PCOD
0.35,WY,HAL,R,1995,11,PCOD
0.69,CG,JIG,R,1995,7,PCOD
89.06,WG,TRW,R,1995,4,PCOD
234.9,WG,HAL,D,1995,3,PCOD
0.13,CG,JIG,R,1995,10,PCOD
8.62,WG,POT,R,1995,8,PCOD
0.01,WG,TRW,R,1995,9,PCOD
30.54,WG,POT,R,1995,11,PCOD
523.86,CG,TRW,D,1996,11,PCOD
38.91,CG,POT,D,1996,3,PCOD
1106.93,WG,POT,R,1996,1,PCOD
22.31,CG,HAL,D,1996,2,PCOD
0.06,WG,HAL,D,1996,10,PCOD
15.42,WG,HAL,D,1996,3,PCOD
6.18,SEI,HAL,R,1996,9,PCOD
9.94,SEI,HAL,R,1996,4,PCOD
1.18,WY,HAL,R,1996,9,PCOD
3.65,WG,HAL,R,1996,5,PCOD
2.65,WY,HAL,D,1996,7,PCOD
0.19,WY,HAL,D,1996,11,PCOD
94.67,WG,TRW,D,1996,10,PCOD
5.4,PWSI,HAL,R,1996,1,PCOD
3.4,WY,HAL,R,1996,7,PCOD
0.18,PWSI,HAL,R,1996,9,PCOD
0.42,WY,HAL,R,1996,10,PCOD
0.79,CG,HAL,R,1996,9,PCOD
34.28,WY,POT,R,1996,4,PCOD
15046.07,CG,TRW,R,1997,3,PCOD
413.89,CG,TRW,R,1997,7,PCOD
340.63,CG,TRW,D,1997,10,PCOD
33.53,CG,HAL,D,1997,8,PCOD
2.12,WG,HAL,D,1997,3,PCOD
2.27,CG,HAL,D,1997,7,PCOD
2569.34,CG,POT,R,1997,3,PCOD
1079.03,WG,HAL,R,1997,1,PCOD
30.18,CG,POT,D,1997,2,PCOD
39.49,SEI,HAL,R,1997,11,PCOD
0.16,SEI,HAL,D,1997,2,PCOD
0.87,SEI,HAL,D,1997,7,PCOD
0.86,SEI,HAL,D,1997,4,PCOD
3.47,SE,HAL,D,1997,6,PCOD
4.41,SE,HAL,D,1997,7,PCOD
0.66,PWSI,HAL,D,1997,5,PCOD
166.24,WG,POT,R,1997,3,PCOD
24.11,WG,TRW,D,1997,5,PCOD
12.34,CG,TRW,D,1997,1,PCOD
1.91,WY,TRW,R,1997,7,PCOD
0.57,WY,TRW,D,1997,8,PCOD
1.68,CG,HAL,D,1997,12,PCOD
0.14,WY,HAL,R,1997,6,PCOD
1.59,WG,HAL,R,1997,10,PCOD
43.2,PWSI,POT,R,1997,11,PCOD
0.46,PWSI,POT,D,1997,2,PCOD
33.62,CG,HAL,R,1998,10,PCOD
4.97,SEI,HAL,R,1998,6,PCOD
19.59,CG,HAL,R,1998,8,PCOD
51.34,SEI,HAL,R,1998,3,PCOD
22.82,CG,HAL,D,1998,6,PCOD
11.84,CG,POT,D,1998,1,PCOD
0.84,SE,HAL,D,1998,7,PCOD
7.43,CG,HAL,D,1998,9,PCOD
1965.71,CG,POT,R,1998,3,PCOD
6.71,CG,JIG,R,1998,2,PCOD
5.77,WY,HAL,D,1998,10,PCOD
18.79,CG,HAL,R,1998,7,PCOD
26.05,WG,TRW,D,1998,2,PCOD
285.89,CG,TRW,R,1998,1,PCOD
105.2,CG,TRW,R,1998,9,PCOD
871.68,CG,TRW,R,1998,8,PCOD
0.79,WG,HAL,R,1998,5,PCOD
0.2,WG,POT,D,1998,3,PCOD
8.24,SEI,HAL,D,1998,10,PCOD
1.71,WG,TRW,R,1998,5,PCOD
1.59,WG,HAL,D,1998,1,PCOD
43.84,PWSI,HAL,R,1998,2,PCOD
0.44,SE,HAL,R,1998,2,PCOD
0,SE,JIG,R,1998,2,PCOD
6751.46,WG,TRW,R,1999,3,PCOD
30.14,WG,HAL,D,1999,4,PCOD
233.88,CG,TRW,D,1999,7,PCOD
473.16,WG,POT,R,1999,6,PCOD
0.22,CG,POT,D,1999,7,PCOD
1158.42,WG,HAL,R,1999,1,PCOD
0.01,CG,HAL,D,1999,3,PCOD
2.27,WY,TRW,D,1999,4,PCOD
19.75,WG,POT,D,1999,2,PCOD
0.38,WG,HAL,D,1999,9,PCOD
21.35,SEI,HAL,R,1999,4,PCOD
5.57,SEI,HAL,D,1999,6,PCOD
0.31,SEI,HAL,D,1999,7,PCOD
2.53,WY,HAL,D,1999,5,PCOD
3701.83,CG,POT,R,1999,3,PCOD
4.46,PWSI,JIG,R,1999,4,PCOD
10.31,SEI,HAL,R,1999,1,PCOD
37.41,WG,TRW,R,1999,4,PCOD
1.88,WG,TRW,D,1999,4,PCOD
0.78,WY,TRW,D,1999,8,PCOD
0.09,SE,JIG,R,1999,7,PCOD
0.24,WY,HAL,R,1999,3,PCOD
0.04,SE,HAL,D,1999,2,PCOD
0.43,PWSI,TRW,D,1999,2,PCOD
13.05,WG,HAL,D,1999,3,PCOD
0.46,PWSI,POT,D,1999,5,PCOD
2.99,SE,HAL,R,2000,4,PCOD
7068.88,WG,TRW,R,2000,2,PCOD
3617.82,CG,POT,R,2000,1,PCOD
14.38,WG,HAL,R,2000,4,PCOD
371.82,CG,TRW,R,2000,5,PCOD
20.22,CG,TRW,R,2000,6,PCOD
5.32,CG,HAL,D,2000,2,PCOD
0.66,CG,HAL,D,2000,9,PCOD
7.13,PWSI,HAL,R,2000,1,PCOD
121.75,CG,POT,R,2000,4,PCOD
21.4,CG,HAL,R,2000,6,PCOD
10.47,CG,HAL,R,2000,8,PCOD
3.88,SEI,HAL,R,2000,10,PCOD
1.01,SEI,HAL,D,2000,8,PCOD
0.42,SEI,HAL,D,2000,7,PCOD
2.95,SEI,HAL,D,2000,3,PCOD
3.83,SEI,HAL,D,2000,10,PCOD
5.91,WY,TRW,R,2000,11,PCOD
0,WY,POT,D,2000,5,PCOD
0.93,WG,JIG,R,2000,3,PCOD
17.33,WG,HAL,D,2000,2,PCOD
8.28,WG,TRW,D,2000,8,PCOD
0.25,WY,HAL,D,2000,8,PCOD
0.01,SE,JIG,R,2000,6,PCOD
0.03,WY,HAL,D,2000,4,PCOD
4.01,PWSI,OTH,R,2000,4,PCOD
6.75,WG,OTH,R,2000,2,PCOD
9.33,WY,TRW,D,2000,4,PCOD
0.97,SE,HAL,D,2001,8,PCOD
3.86,SE,HAL,D,2001,6,PCOD
1.43,CG,HAL,D,2001,4,PCOD
12.62,CG,HAL,D,2001,6,PCOD
0.18,PWSI,HAL,D,2001,6,PCOD
0.88,SE,HAL,D,2001,4,PCOD
55.4,WG,TRW,R,2001,7,PCOD
28.9,CG,TRW,D,2001,5,PCOD
1768.04,WG,TRW,R,2001,3,PCOD
1.86,CG,POT,D,2001,9,PCOD
1.37,SEI,HAL,R,2001,10,PCOD
82.23,CG,HAL,R,2001,9,PCOD
8.6,SEI,HAL,R,2001,2,PCOD
3.07,WG,HAL,R,2001,8,PCOD
0.36,WY,HAL,R,2001,5,PCOD
144.53,WG,POT,R,2001,10,PCOD
1.5,SE,JIG,R,2001,1,PCOD
5288.48,CG,TRW,R,2001,10,PCOD
0.05,PWSI,HAL,D,2001,2,PCOD
2031.66,WG,HAL,R,2001,2,PCOD
181.19,WG,HAL,R,2001,3,PCOD
465.85,CG,POT,R,2001,5,PCOD
3.45,CG,OTH,R,2001,2,PCOD
0.01,SEI,HAL,D,2001,4,PCOD
0,WG,HAL,D,2001,7,PCOD
33.63,WG,POT,R,2001,1,PCOD
1.48,WY,HAL,D,2001,8,PCOD
0,CG,TRW,D,2001,11,PCOD
60.11,CG,POT,R,2001,10,PCOD
330.05,WG,POT,R,2001,11,PCOD
0.01,WY,HAL,D,2001,2,PCOD
2.56,WY,TRW,R,2001,4,PCOD
11.99,CG,HAL,D,2002,6,PCOD
34.78,WG,TRW,D,2002,8,PCOD
2.94,SEI,HAL,R,2002,6,PCOD
3.89,SE,HAL,D,2002,6,PCOD
1802.6,WG,POT,R,2002,2,PCOD
43.61,WG,HAL,D,2002,2,PCOD
481.49,CG,TRW,R,2002,4,PCOD
0,CG,TRW,D,2002,9,PCOD
0.32,SEI,HAL,R,2002,12,PCOD
1.3,SE,HAL,R,2002,11,PCOD
3464.97,WG,TRW,R,2002,2,PCOD
89.52,CG,TRW,R,2002,11,PCOD
77.04,CG,TRW,D,2002,11,PCOD
1.17,PWSI,HAL,R,2002,2,PCOD
0.08,PWSI,TRW,D,2002,2,PCOD
16.707,CG,HAL,D,2003,8,PCOD
1221.902,WG,TRW,R,2003,2,PCOD
3058.771,CG,TRW,R,2003,1,PCOD
4.719,SE,HAL,D,2003,10,PCOD
0.585,SE,HAL,D,2003,9,PCOD
0.195,SEI,HAL,D,2003,9,PCOD
2.684,SEI,HAL,R,2003,6,PCOD
787.913,CG,JIG,R,2003,4,PCOD
0.683,SEI,HAL,R,2003,7,PCOD
0.716,CG,JIG,R,2003,8,PCOD
0.06,CG,HAL,D,2003,4,PCOD
0.076,SE,HAL,R,2003,10,PCOD
100.527,WG,TRW,R,2003,4,PCOD
7.748,WG,HAL,R,2003,6,PCOD
0.121,SE,HAL,R,2003,7,PCOD
0.419,PWSI,HAL,R,2003,3,PCOD
0.265,SE,HAL,R,2003,2,PCOD
1.313,CG,OTH,R,2003,2,PCOD
0.288,WG,HAL,R,2003,11,PCOD
4.635,SE,HAL,R,2003,12,PCOD
0.013,SEI,HAL,D,2003,2,PCOD
0.004,SEI,HAL,D,2003,4,PCOD
0.215,SE,HAL,D,2004,8,PCOD
2.916,WG,HAL,D,2004,9,PCOD
3.806,CG,HAL,D,2004,7,PCOD
15.792,WG,POT,D,2004,1,PCOD
5152.693,WG,POT,R,2004,3,PCOD
878.623,CG,JIG,R,2004,4,PCOD
1533.773,CG,TRW,R,2004,7,PCOD
12.634,CG,TRW,D,2004,1,PCOD
147.665,CG,HAL,D,2004,1,PCOD
21.686,SEI,HAL,R,2004,1,PCOD
137.01,CG,TRW,R,2004,10,PCOD
0.106,SE,HAL,D,2004,3,PCOD
0.191,WY,HAL,D,2004,9,PCOD
116.248,CG,TRW,R,2004,6,PCOD
4.659,WG,HAL,R,2004,8,PCOD
0.23,SE,HAL,D,2004,10,PCOD
1.237,SEI,HAL,R,2004,11,PCOD
0.007,WY,HAL,R,2004,9,PCOD
1.67,WY,HAL,D,2004,6,PCOD
56.059,WG,JIG,R,2004,9,PCOD
8.028,WY,HAL,R,2004,8,PCOD
0.114,WY,HAL,R,2004,4,PCOD
2.231,WG,JIG,R,2004,10,PCOD
0.122,WY,TRW,R,2004,5,PCOD
0.409,WG,TRW,R,2004,6,PCOD
34.07,SE,HAL,R,2004,2,PCOD
3.761,CG,JIG,R,2004,11,PCOD
0.041,WY,HAL,R,2004,10,PCOD
0.292,SE,HAL,R,2005,9,PCOD
21.821,WG,HAL,R,2005,4,PCOD
0.013,WG,HAL,D,2005,7,PCOD
218.766,CG,TRW,R,2005,4,PCOD
0.129,SE,HAL,D,2005,5,PCOD
12.609,CG,POT,D,2005,9,PCOD
100.951,CG,TRW,R,2005,2,PCOD
64.158,CG,TRW,R,2005,3,PCOD
99.956,CG,TRW,D,2005,1,PCOD
7.332,WG,HAL,R,2005,10,PCOD
11.107,CG,HAL,R,2005,6,PCOD
39.9,CG,HAL,R,2005,4,PCOD
5.246,WG,POT,D,2005,9,PCOD
33.441,CG,TRW,D,2005,3,PCOD
140.352,CG,TRW,R,2005,10,PCOD
0.017,PWSI,HAL,D,2005,5,PCOD
5.85,SEI,HAL,R,2005,5,PCOD
0.086,PWSI,HAL,R,2005,4,PCOD
2.954,WG,HAL,R,2005,8,PCOD
1.43,WY,HAL,R,2005,5,PCOD
0.07,SE,HAL,D,2005,8,PCOD
1.335,SE,HAL,R,2005,5,PCOD
0.009,CG,HAL,D,2005,7,PCOD
1.847,CG,JIG,R,2005,7,PCOD
2.381,WG,JIG,R,2005,9,PCOD
0.071,SEI,HAL,R,2005,1,PCOD
0.246,SEI,HAL,R,2005,12,PCOD
4.581,WG,TRW,D,2005,7,PCOD
1.62,PWSI,HAL,R,2006,8,PCOD
6.957,SE,HAL,D,2006,8,PCOD
18.294,WG,TRW,R,2006,9,PCOD
21.06,CG,HAL,R,2006,7,PCOD
1.816,SE,HAL,D,2006,4,PCOD
7.857,WG,HAL,R,2006,5,PCOD
24.447,CG,HAL,R,2006,5,PCOD
0.293,PWSI,HAL,R,2006,7,PCOD
0.45,PWSI,HAL,D,2006,7,PCOD
1.052,WG,HAL,D,2006,6,PCOD
4.687,WG,TRW,R,2006,8,PCOD
7.109,CG,TRW,D,2006,2,PCOD
7.487,CG,POT,D,2006,12,PCOD
19.273,WG,JIG,R,2006,5,PCOD
610.998,CG,HAL,R,2006,11,PCOD
17.154,CG,HAL,D,2006,2,PCOD
3.584,CG,JIG,R,2006,8,PCOD
0.232,SEI,HAL,D,2006,6,PCOD
15.493,CG,TRW,D,2006,6,PCOD
4.196,WY,HAL,R,2006,3,PCOD
0.931,CG,JIG,R,2006,12,PCOD
38.054,WG,TRW,R,2006,4,PCOD
0.942,WG,TRW,D,2006,5,PCOD
0.163,WG,HAL,D,2006,1,PCOD
101.008,CG,TRW,D,2007,4,PCOD
832.431,CG,TRW,R,2007,1,PCOD
79.845,CG,TRW,D,2007,9,PCOD
1973.746,CG,POT,R,2007,4,PCOD
12.083,CG,HAL,D,2007,10,PCOD
15.228,CG,POT,D,2007,2,PCOD
0.45,SE,HAL,R,2007,8,PCOD
357.865,CG,HAL,R,2007,11,PCOD
0.057,PWSI,HAL,D,2007,1,PCOD
0.051,WG,POT,D,2007,11,PCOD
0.321,WG,POT,D,2007,12,PCOD
615.993,CG,POT,R,2007,10,PCOD
613.217,CG,POT,R,2007,9,PCOD
31.816,CG,TRW,D,2007,2,PCOD
3.623,WG,TRW,R,2007,4,PCOD
1309.396,WG,HAL,R,2007,3,PCOD
422.229,WG,POT,R,2007,9,PCOD
1.124,WY,HAL,R,2007,9,PCOD
0.741,WY,HAL,R,2007,8,PCOD
36.285,WY,HAL,R,2007,5,PCOD
36.471,CG,TRW,R,2007,12,PCOD
0.008,SE,HAL,D,2007,4,PCOD
0.706,PWSI,HAL,R,2007,6,PCOD
1.787,CG,JIG,R,2007,11,PCOD
0.609,PWSI,JIG,R,2007,7,PCOD
63.345,CG,HAL,R,2008,5,PCOD
332.312,WG,HAL,R,2008,10,PCOD
3080.634,CG,TRW,R,2008,2,PCOD
1485.194,CG,TRW,R,2008,1,PCOD
489.133,CG,TRW,R,2008,7,PCOD
2.953,PWSI,HAL,R,2008,8,PCOD
51.491,CG,HAL,D,2008,1,PCOD
1978.218,CG,HAL,R,2008,1,PCOD
195.235,WG,JIG,R,2008,7,PCOD
48.945,CG,HAL,D,2008,2,PCOD
7.088,CG,HAL,D,2008,6,PCOD
32.765,SEI,HAL,R,2008,11,PCOD
57.04,WG,TRW,R,2008,8,PCOD
20.097,CG,JIG,R,2008,8,PCOD
3.083,SEI,HAL,R,2008,10,PCOD
2.699,CG,TRW,D,2008,6,PCOD
3.843,WG,HAL,D,2008,7,PCOD
0.843,WY,HAL,R,2008,9,PCOD
14.077,CG,POT,R,2008,5,PCOD
0.117,PWSI,JIG,R,2008,10,PCOD
39.123,WG,HAL,D,2009,5,PCOD
1.707,SE,HAL,D,2009,9,PCOD
50.477,CG,HAL,R,2009,6,PCOD
25.724,SE,HAL,D,2009,8,PCOD
233.211,WY,HAL,R,2009,3,PCOD
0.198,WG,HAL,D,2009,3,PCOD
14.021,WG,TRW,D,2009,7,PCOD
4.082,SEI,HAL,R,2009,9,PCOD
141.088,PWSI,HAL,R,2009,3,PCOD
198.557,CG,TRW,R,2009,6,PCOD
4.504,SE,HAL,R,2009,2,PCOD
3.951,CG,POT,D,2009,9,PCOD
0.022,SEI,HAL,D,2009,3,PCOD
41.157,CG,JIG,R,2009,10,PCOD
20.93,CG,JIG,R,2009,11,PCOD
0.096,PWSI,TRW,R,2009,2,PCOD
1.005,SE,HAL,R,2009,4,PCOD
1189.46,WG,POT,R,2009,10,PCOD
6.483,CG,HAL,D,2009,4,PCOD
16.484,WG,JIG,R,2009,4,PCOD
0.049,SE,HAL,R,2009,7,PCOD
5.337,WG,HAL,D,2009,1,PCOD
15.279,CG,JIG,R,2009,1,PCOD
0.135,SE,HAL,R,2009,3,PCOD
0.06,WG,TRW,D,2009,2,PCOD
10.762,CG,JIG,R,2009,12,PCOD
36.105,WY,HAL,D,2009,6,PCOD
2.175,SEI,HAL,D,2009,1,PCOD
1.783,WG,POT,D,2009,9,PCOD
4.048,WY,TRW,R,2009,7,PCOD
0.004,WY,TRW,D,2009,3,PCOD
53.995684792,CG,HAL,D,2010,1,PCOD
3.6881411553,SEI,HAL,R,2010,4,PCOD
98.9459560484,CG,TRW,D,2010,9,PCOD
628.6013860806,CG,TRW,D,2010,10,PCOD
5.0487046178,PWSI,HAL,D,2010,8,PCOD
7731.2780985301,CG,POT,R,2010,1,PCOD
10.1196821668,CG,POT,D,2010,9,PCOD
0.0137695265,SEI,HAL,D,2010,6,PCOD
58.0106558119,WG,HAL,D,2010,2,PCOD
2948.3330148728,WG,HAL,R,2010,2,PCOD
72.0817242938,WG,TRW,R,2010,8,PCOD
0.0093670782,SE,HAL,D,2010,3,PCOD
1.5200181199,PWSI,HAL,R,2010,8,PCOD
502.9128608221,CG,HAL,R,2010,10,PCOD
0.0030862942,PWSI,HAL,D,2010,6,PCOD
0.881977964,SE,HAL,R,2010,2,PCOD
221.1817876018,WY,HAL,R,2010,4,PCOD
5.9968380939,WG,HAL,D,2010,5,PCOD
218.8611268047,CG,TRW,D,2010,7,PCOD
5869.8633466588,CG,TRW,R,2010,9,PCOD
215.2648525524,WG,HAL,R,2010,3,PCOD
0.9309083403,WG,HAL,R,2010,4,PCOD
0.7309088236,WY,HAL,D,2010,3,PCOD
0.5618369129,SEI,HAL,D,2010,1,PCOD
4.6702777598,SEI,HAL,R,2010,9,PCOD
49.3104666213,CG,TRW,D,2010,2,PCOD
320.7451390599,WG,TRW,R,2010,7,PCOD
0.0272093138,WY,HAL,D,2010,4,PCOD
0.1920824833,CG,JIG,R,2010,10,PCOD
0.0186773328,PWSI,HAL,R,2010,11,PCOD
17.390193559,WG,TRW,D,2010,7,PCOD
0.0030546249,PWSI,TRW,D,2010,7,PCOD
2.86333e-5,PWSI,TRW,D,2010,4,PCOD
1467.3566938675,CG,HAL,R,2011,12,PCOD
5137.1133813617,CG,HAL,R,2011,1,PCOD
100.4272863643,CG,HAL,D,2011,8,PCOD
3.8963584583,SEI,HAL,R,2011,9,PCOD
28.4595794448,CG,HAL,R,2011,4,PCOD
36.8290323047,WG,HAL,D,2011,6,PCOD
45.1127630692,CG,TRW,D,2011,4,PCOD
4.8306551249,CG,TRW,D,2011,5,PCOD
23.4632297916,WG,HAL,D,2011,9,PCOD
1075.9947416697,CG,TRW,R,2011,9,PCOD
48.5688566091,WG,TRW,R,2011,9,PCOD
1.9043535489,SEI,HAL,R,2011,8,PCOD
36.3529132773,SEI,HAL,R,2011,3,PCOD
27.7050633775,WG,POT,D,2011,1,PCOD
11.9380698148,CG,JIG,R,2011,12,PCOD
2.8395808061,WG,HAL,R,2011,11,PCOD
12.8963544285,PWSI,HAL,D,2011,8,PCOD
0.865340844,WY,HAL,R,2011,6,PCOD
28.081108337,WG,HAL,R,2011,3,PCOD
21.8794347809,WY,HAL,D,2011,8,PCOD
8.1687572429,WY,HAL,R,2011,8,PCOD
79.1417691918,PWSI,HAL,R,2011,9,PCOD
