TONS,MONTH,SEASON,QUARTER,TRIMESTER,GEAR,YEAR,AREA,WED,STATE
0.6725220342,10,4,4,3,HAL,2016,640,2016-10-15T08:00:00Z,F
0.0011570486,5,3,2,2,HAL,2016,640,2016-05-07T08:00:00Z,S
0.0075594063,9,4,3,3,POT,2016,610,2016-09-10T08:00:00Z,S
4.931197051,9,4,3,3,POT,2016,610,2016-09-10T08:00:00Z,S
0.4718934335,10,4,4,3,HAL,2016,630,2016-10-01T08:00:00Z,S
10.6436838168,4,2,2,1,JIG,2016,620,2016-04-30T08:00:00Z,S
0.0078611,7,3,3,2,TRW,2016,610,2016-07-02T08:00:00Z,F
79.9896259014,11,5,4,3,POT,2016,630,2016-11-26T09:00:00Z,F
0.5583722075,10,4,4,3,HAL,2016,610,2016-10-29T08:00:00Z,S
11.5853971188,6,3,2,2,JIG,2016,630,2016-06-18T08:00:00Z,S
2.4021881635,3,2,1,1,JIG,2016,610,2016-03-05T09:00:00Z,S
0.4283142397,2,1,1,1,POT,2016,620,2016-02-06T09:00:00Z,F
0.0677745587,8,3,3,2,HAL,2016,649,2016-08-27T08:00:00Z,S
0.1980995249,6,3,2,2,HAL,2016,610,2016-06-25T08:00:00Z,S
1.3559188671,1,1,1,1,HAL,2016,649,2016-01-23T09:00:00Z,S
26.8410970703,1,1,1,1,HAL,2016,649,2016-01-30T09:00:00Z,S
0.0022273417,9,4,3,3,HAL,2016,650,2016-09-17T08:00:00Z,S
0.2656755309,8,3,3,2,HAL,2016,649,2016-08-27T08:00:00Z,S
1.7424025145,6,3,2,2,TRW,2016,620,2016-06-04T08:00:00Z,F
0.0076947234,10,4,4,3,HAL,2016,640,2016-10-22T08:00:00Z,F
244.5555555555,3,2,1,1,HAL,2016,610,2016-03-05T09:00:00Z,F
2.9890515129,3,2,1,1,HAL,2016,610,2016-03-05T09:00:00Z,F
0.4498432903,5,3,2,2,HAL,2016,620,2016-05-28T08:00:00Z,F
1.0577774068,9,4,3,3,HAL,2016,659,2016-09-10T08:00:00Z,S
0.1484635597,10,4,4,3,HAL,2016,630,2016-10-08T08:00:00Z,S
0.3647715784,7,3,3,2,HAL,2016,630,2016-07-16T08:00:00Z,S
0.581801642,7,3,3,2,JIG,2016,630,2016-07-30T08:00:00Z,S
0.2998245564,7,3,3,2,HAL,2016,659,2016-07-09T08:00:00Z,S
1.1646524696,2,1,1,1,HAL,2016,620,2016-02-06T09:00:00Z,S
0.4451142512,3,2,1,1,HAL,2016,620,2016-03-05T09:00:00Z,S
24.1338911801,9,4,3,3,POT,2016,620,2016-09-03T08:00:00Z,F
3.2828282828,12,5,4,3,HAL,2016,620,2016-12-10T09:00:00Z,F
0.3694079186,12,5,4,3,HAL,2016,610,2016-12-24T09:00:00Z,F
0.4540829902,9,4,3,3,HAL,2016,659,2016-09-17T08:00:00Z,S
1.0696842065,3,2,1,1,TRW,2016,620,2016-03-19T08:00:00Z,S
0.0982150779,9,4,3,3,HAL,2016,640,2016-09-03T08:00:00Z,S
2.0774530546,4,2,2,1,TRW,2016,610,2016-04-02T08:00:00Z,F
1.7599383956,3,2,1,1,TRW,2016,610,2016-03-19T08:00:00Z,F
5.0492,7,3,3,2,TRW,2016,620,2016-07-02T08:00:00Z,F
1.94406,8,3,3,2,TRW,2016,630,2016-08-20T08:00:00Z,S
1.7791929289,4,2,2,1,JIG,2016,630,2016-04-09T08:00:00Z,F
7.6197e-6,6,3,2,2,TRW,2016,630,2016-06-18T08:00:00Z,F
0.1670989583,7,3,3,2,HAL,2016,620,2016-07-30T08:00:00Z,F
29.0351048499,11,5,4,3,POT,2016,620,2016-11-19T09:00:00Z,S
0.0064058351,5,3,2,2,HAL,2016,640,2016-05-21T08:00:00Z,F
7.937866e-4,5,3,2,2,HAL,2016,640,2016-05-07T08:00:00Z,F
0.0027215542,10,4,4,3,HAL,2016,650,2016-10-08T08:00:00Z,F
0.0403697209,4,2,2,1,HAL,2016,640,2016-04-09T08:00:00Z,F
26.7198305385,1,1,1,1,HAL,2016,620,2016-01-16T09:00:00Z,F
1.9602382093,1,1,1,1,HAL,2016,620,2016-01-16T09:00:00Z,F
2.1777866957,11,5,4,3,HAL,2016,610,2016-11-19T09:00:00Z,F
1.0632658653,10,4,4,3,HAL,2016,610,2016-10-01T08:00:00Z,F
0.1545120454,7,3,3,2,HAL,2016,610,2016-07-02T08:00:00Z,S
20.4042510603,9,4,3,3,POT,2016,620,2016-09-03T08:00:00Z,S
0.18353,11,5,4,3,TRW,2016,610,2016-11-26T09:00:00Z,F
0.0384024236,11,5,4,3,POT,2016,610,2016-11-12T09:00:00Z,S
0.6692801704,1,1,1,1,JIG,2016,630,2016-01-23T09:00:00Z,F
4.1580719988,2,1,1,1,TRW,2017,620,2017-02-04T09:00:00Z,F
149.2491864104,1,1,1,1,POT,2017,620,2017-01-21T09:00:00Z,F
1.0428088586,9,4,3,3,TRW,2017,610,2017-09-30T08:00:00Z,F
0.0155149487,4,2,2,1,HAL,2017,610,2017-04-15T08:00:00Z,F
0.0191367567,3,2,1,1,HAL,2017,650,2017-03-25T08:00:00Z,F
36.8881680655,12,5,4,3,POT,2017,610,2017-12-16T09:00:00Z,F
1.0110368687,2,1,1,1,POT,2017,610,2017-02-18T09:00:00Z,F
0.0593220343,8,3,3,2,HAL,2017,630,2017-08-19T08:00:00Z,F
1.5664028264,1,1,1,1,POT,2017,610,2017-01-28T09:00:00Z,F
0.0485807325,7,3,3,2,HAL,2017,659,2017-07-01T08:00:00Z,S
0.1762437782,6,3,2,2,HAL,2017,659,2017-06-24T08:00:00Z,S
0.1273179298,7,3,3,2,HAL,2017,630,2017-07-15T08:00:00Z,S
0.7244584878,9,4,3,3,HAL,2017,659,2017-09-16T08:00:00Z,S
2783.2005056581,3,2,1,1,POT,2017,610,2017-03-25T08:00:00Z,S
2.380927562,9,4,3,3,HAL,2017,630,2017-09-23T08:00:00Z,F
1.3447995503,5,3,2,2,HAL,2017,630,2017-05-13T08:00:00Z,F
34.7076477161,3,2,1,1,TRW,2017,620,2017-03-18T08:00:00Z,F
170.584847746,1,1,1,1,POT,2017,630,2017-01-14T09:00:00Z,S
199.7152069932,1,1,1,1,POT,2017,630,2017-01-28T09:00:00Z,S
40.6216954232,3,2,1,1,TRW,2017,620,2017-03-25T08:00:00Z,F
146.1132107615,1,1,1,1,POT,2017,620,2017-01-07T09:00:00Z,F
20.560694143,10,4,4,3,POT,2017,630,2017-10-28T08:00:00Z,F
13.2592455341,11,5,4,3,POT,2017,630,2017-11-18T09:00:00Z,F
226.8750545305,2,1,1,1,POT,2017,630,2017-02-18T09:00:00Z,S
1085.0333928161,2,1,1,1,TRW,2017,610,2017-02-11T09:00:00Z,F
1.006521469,9,4,3,3,HAL,2017,659,2017-09-23T08:00:00Z,S
67.515729271,4,2,2,1,POT,2017,630,2017-04-08T08:00:00Z,S
1.0425078634,3,2,1,1,HAL,2017,659,2017-03-25T08:00:00Z,S
0.3071976871,1,1,1,1,HAL,2017,659,2017-01-21T09:00:00Z,S
1.7104968273,11,5,4,3,HAL,2017,659,2017-11-11T09:00:00Z,S
0.0775705298,4,2,2,1,HAL,2017,630,2017-04-08T08:00:00Z,S
5.230568015,4,2,2,1,HAL,2017,630,2017-04-08T08:00:00Z,S
1.3957870351,5,3,2,2,HAL,2017,630,2017-05-20T08:00:00Z,F
411.6288180517,3,2,1,1,POT,2017,620,2017-03-25T08:00:00Z,S
0.232738381,9,4,3,3,HAL,2017,650,2017-09-02T08:00:00Z,S
2.0817272669,1,1,1,1,HAL,2017,630,2017-01-07T09:00:00Z,S
0.0567880507,5,3,2,2,HAL,2017,650,2017-05-27T08:00:00Z,S
7.50315e-5,6,3,2,2,POT,2017,650,2017-06-17T08:00:00Z,F
63.5404781401,5,3,2,2,TRW,2017,630,2017-05-27T08:00:00Z,F
3.9184661359,4,2,2,1,TRW,2017,620,2017-04-01T08:00:00Z,F
0.8414048837,5,3,2,2,HAL,2017,630,2017-05-13T08:00:00Z,S
10.7826783283,10,4,4,3,HAL,2017,630,2017-10-07T08:00:00Z,S
0.1268541155,10,4,4,3,HAL,2017,620,2017-10-14T08:00:00Z,F
1.3640271193,7,3,3,2,HAL,2017,630,2017-07-08T08:00:00Z,F
0.1417354899,9,4,3,3,HAL,2017,650,2017-09-30T08:00:00Z,F
0.8344618489,3,2,1,1,HAL,2017,640,2017-03-18T08:00:00Z,F
0.2311962202,7,3,3,2,HAL,2017,610,2017-07-15T08:00:00Z,S
0.063318963,2,1,1,1,HAL,2017,659,2017-02-11T09:00:00Z,S
3.0910645568,10,4,4,3,HAL,2017,659,2017-10-28T08:00:00Z,S
3.3706917608999998,3,2,1,1,HAL,2017,630,2017-03-25T08:00:00Z,F
1.804871359,1,1,1,1,HAL,2017,630,2017-01-14T09:00:00Z,S
15.7950814494,4,2,2,1,HAL,2017,630,2017-04-01T08:00:00Z,S
58.1509121134,3,2,1,1,HAL,2017,630,2017-03-18T08:00:00Z,S
1.3339819437,6,3,2,2,HAL,2017,630,2017-06-03T08:00:00Z,F
0.9803267107,6,3,2,2,HAL,2017,620,2017-06-10T08:00:00Z,S
1.3640149441,6,3,2,2,HAL,2017,620,2017-06-10T08:00:00Z,F
0.1183573198,4,2,2,1,HAL,2017,649,2017-04-15T08:00:00Z,S
0.0362873896,6,3,2,2,HAL,2017,640,2017-06-03T08:00:00Z,F
2.3406331362,5,3,2,2,HAL,2017,630,2017-05-06T08:00:00Z,F
1.8250026308,2,1,1,1,HAL,2017,620,2017-02-25T09:00:00Z,F
4.191048343,10,4,4,3,HAL,2017,630,2017-10-14T08:00:00Z,F
1.6197783533,4,2,2,1,HAL,2017,659,2017-04-22T08:00:00Z,S
0.361485348,1,1,1,1,JIG,2017,610,2017-01-28T09:00:00Z,S
5.3088821264,2,1,1,1,JIG,2017,610,2017-02-18T09:00:00Z,S
2.7622849635,2,1,1,1,JIG,2017,610,2017-02-04T09:00:00Z,S
0.4579468567,5,3,2,2,HAL,2017,650,2017-05-06T08:00:00Z,F
0.7074455891,9,4,3,3,HAL,2017,650,2017-09-16T08:00:00Z,F
146.4382457867,4,2,2,1,HAL,2017,610,2017-04-01T08:00:00Z,F
512.4627462012,3,2,1,1,HAL,2017,610,2017-03-25T08:00:00Z,F
4.1926013649,3,2,1,1,HAL,2017,620,2017-03-11T09:00:00Z,F
3.1176388548,10,4,4,3,HAL,2017,620,2017-10-21T08:00:00Z,F
0.0158800718,7,3,3,2,HAL,2017,640,2017-07-22T08:00:00Z,F
0.3962138248,6,3,2,2,HAL,2017,620,2017-06-24T08:00:00Z,F
0.0286966601,9,4,3,3,HAL,2017,649,2017-09-02T08:00:00Z,S
0.0031751466,8,3,3,2,HAL,2017,620,2017-08-19T08:00:00Z,S
0.335683824,2,1,1,1,POT,2017,610,2017-02-04T09:00:00Z,S
0.3826735281,8,3,3,2,HAL,2017,630,2017-08-26T08:00:00Z,F
0.1126010897,9,4,3,3,HAL,2017,630,2017-09-16T08:00:00Z,S
8.6322423375,11,5,4,3,HAL,2017,630,2017-11-04T08:00:00Z,S
0.3647138536,7,3,3,2,HAL,2017,659,2017-07-29T08:00:00Z,S
0.0136782299,10,4,4,3,HAL,2017,650,2017-10-07T08:00:00Z,S
0.9386957441,8,3,3,2,HAL,2017,610,2017-08-05T08:00:00Z,S
263.4500090907,4,2,2,1,HAL,2017,620,2017-04-01T08:00:00Z,F
330.8282828283,2,1,1,1,HAL,2017,610,2017-02-25T09:00:00Z,F
13.4545454546,2,1,1,1,HAL,2017,610,2017-02-25T09:00:00Z,S
0.3658910252,3,2,1,1,HAL,2017,620,2017-03-04T09:00:00Z,F
0.0025473368,8,3,3,2,HAL,2017,659,2017-08-12T08:00:00Z,S
8.4249058772,3,2,1,1,HAL,2017,610,2017-03-18T08:00:00Z,F
6.3228439806,7,3,3,2,TRW,2017,630,2017-07-08T08:00:00Z,F
8.6094608921,11,5,4,3,HAL,2017,649,2017-11-04T08:00:00Z,S
0.0901223754,3,2,1,1,HAL,2017,649,2017-03-11T09:00:00Z,S
1.5367277619,6,3,2,2,HAL,2017,610,2017-06-17T08:00:00Z,S
335.6734447849,3,2,1,1,HAL,2017,620,2017-03-25T08:00:00Z,F
71.3503792262,10,4,4,3,HAL,2017,610,2017-10-21T08:00:00Z,F
94.6666666666,10,4,4,3,HAL,2017,610,2017-10-28T08:00:00Z,F
3.5815546739,10,4,4,3,HAL,2017,610,2017-10-28T08:00:00Z,F
0.2304573235,9,4,3,3,HAL,2017,610,2017-09-09T08:00:00Z,S
0.0427020278,6,3,2,2,HAL,2017,610,2017-06-10T08:00:00Z,S
0.8200156331,7,3,3,2,HAL,2017,610,2017-07-08T08:00:00Z,S
0.2662366612,1,1,1,1,HAL,2017,649,2017-01-28T09:00:00Z,S
0.1758827557,6,3,2,2,HAL,2017,620,2017-06-24T08:00:00Z,F
0.0805357882,8,3,3,2,HAL,2017,649,2017-08-19T08:00:00Z,S
32.39744142,6,3,2,2,TRW,2017,630,2017-06-10T08:00:00Z,F
34.5540187574,11,5,4,3,POT,2017,630,2017-11-04T08:00:00Z,S
0.1781414606,5,3,2,2,HAL,2017,630,2017-05-27T08:00:00Z,F
26.8923883588,10,4,4,3,HAL,2017,630,2017-10-07T08:00:00Z,F
15.0481398214,8,3,3,2,TRW,2017,630,2017-08-12T08:00:00Z,F
0.9272021912,7,3,3,2,TRW,2017,630,2017-07-29T08:00:00Z,F
4.5692829327,7,3,3,2,TRW,2017,620,2017-07-29T08:00:00Z,F
0.9025,8,3,3,2,TRW,2017,630,2017-08-19T08:00:00Z,S
10.2683129882,12,5,4,3,POT,2017,630,2017-12-30T09:00:00Z,S
0.7234745686,11,5,4,3,TRW,2017,630,2017-11-11T09:00:00Z,F
21.989414357,10,4,4,3,HAL,2017,610,2017-10-21T08:00:00Z,S
20.2505850737,3,2,1,1,HAL,2017,620,2017-03-11T09:00:00Z,S
0.0167543794,6,3,2,2,POT,2017,630,2017-06-17T08:00:00Z,F
0.0046284936,6,3,2,2,POT,2017,630,2017-06-03T08:00:00Z,F
1.3583777832,8,3,3,2,HAL,2017,620,2017-08-12T08:00:00Z,F
0.0185139743,7,3,3,2,POT,2017,630,2017-07-29T08:00:00Z,S
0.1828254961,10,4,4,3,HAL,2017,620,2017-10-14T08:00:00Z,S
0.2710630975,8,3,3,2,HAL,2017,630,2017-08-19T08:00:00Z,S
7.6610825594,1,1,1,1,HAL,2017,620,2017-01-28T09:00:00Z,S
1.4519584332,3,2,1,1,JIG,2017,610,2017-03-18T08:00:00Z,S
0.5021915524,4,2,2,1,JIG,2017,610,2017-04-08T08:00:00Z,S
3.4375821756,4,2,2,1,JIG,2017,630,2017-04-01T08:00:00Z,S
8.2549182846,5,3,2,2,POT,2017,620,2017-05-06T08:00:00Z,S
0.1499058,8,3,3,2,TRW,2017,610,2017-08-12T08:00:00Z,F
0.0837224921,8,3,3,2,HAL,2017,650,2017-08-12T08:00:00Z,S
1.1460150083,4,2,2,1,JIG,2017,630,2017-04-15T08:00:00Z,S
0.0344730199,7,3,3,2,HAL,2017,659,2017-07-22T08:00:00Z,S
1.5570252374,5,3,2,2,JIG,2017,630,2017-05-20T08:00:00Z,S
0.8715453395,5,3,2,2,JIG,2017,630,2017-05-27T08:00:00Z,S
13.4059687803,12,5,4,3,HAL,2017,620,2017-12-16T09:00:00Z,S
12.0970307983,2,1,1,1,HAL,2017,620,2017-02-25T09:00:00Z,S
0.1587573295,8,3,3,2,TRW,2017,610,2017-08-26T08:00:00Z,F
0.8151054889,1,1,1,1,TRW,2017,620,2017-01-21T09:00:00Z,F
12.2733764033,12,5,4,3,HAL,2017,630,2017-12-23T09:00:00Z,S
0.0138702645,5,3,2,2,POT,2017,630,2017-05-20T08:00:00Z,F
0.0398682232,9,4,3,3,HAL,2017,640,2017-09-09T08:00:00Z,F
0.0711677381,12,5,4,3,HAL,2017,659,2017-12-23T09:00:00Z,S
0.673816094,7,3,3,2,HAL,2017,620,2017-07-29T08:00:00Z,F
0.2358680324,9,4,3,3,HAL,2017,630,2017-09-02T08:00:00Z,F
0.0089540975,4,2,2,1,HAL,2017,640,2017-04-15T08:00:00Z,S
0.0467200141,4,2,2,1,TRW,2017,610,2017-04-08T08:00:00Z,S
4.0688445885,4,2,2,1,TRW,2017,610,2017-04-08T08:00:00Z,F
0.0140613635,7,3,3,2,HAL,2017,650,2017-07-29T08:00:00Z,S
1.5632888929,10,4,4,3,HAL,2017,640,2017-10-28T08:00:00Z,F
2.314247e-4,4,2,2,1,HAL,2017,630,2017-04-22T08:00:00Z,S
0.0415853485,3,2,1,1,TRW,2017,620,2017-03-18T08:00:00Z,S
0.1959519038,7,3,3,2,HAL,2017,640,2017-07-29T08:00:00Z,F
1.3109866357,8,3,3,2,TRW,2017,630,2017-08-19T08:00:00Z,F
0.02776,12,5,4,3,TRW,2017,620,2017-12-02T09:00:00Z,F
0.0059843,6,3,2,2,TRW,2017,620,2017-06-03T08:00:00Z,F
1.1297781,5,3,2,2,TRW,2017,610,2017-05-27T08:00:00Z,F
0.7442523,5,3,2,2,TRW,2017,610,2017-05-20T08:00:00Z,F
0.0884251029,3,2,1,1,HAL,2017,610,2017-03-11T09:00:00Z,S
3.6083735883,2,1,1,1,HAL,2017,610,2017-02-11T09:00:00Z,S
0.0086953657,4,2,2,1,TRW,2017,630,2017-04-08T08:00:00Z,S
0.0055926777,5,3,2,2,POT,2017,650,2017-05-27T08:00:00Z,F
0.090718474,5,3,2,2,HAL,2017,640,2017-05-20T08:00:00Z,F
9.275969e-4,4,2,2,1,HAL,2017,610,2017-04-15T08:00:00Z,S
3.1203452261,2,1,1,1,HAL,2017,620,2017-02-11T09:00:00Z,S
0.4415582867,9,4,3,3,HAL,2017,630,2017-09-02T08:00:00Z,S
0.1985623742,2,1,1,1,JIG,2017,630,2017-02-11T09:00:00Z,S
0.1573687814,1,1,1,1,JIG,2017,630,2017-01-07T09:00:00Z,S
0.041730498,4,2,2,1,HAL,2017,650,2017-04-01T08:00:00Z,S
5.106154108,12,5,4,3,POT,2017,630,2017-12-02T09:00:00Z,S
0.0144238985,4,2,2,1,HAL,2018,650,2018-04-07T08:00:00Z,S
0.3143369678,9,4,3,3,HAL,2018,630,2018-09-01T08:00:00Z,S
0.6465626477,9,4,3,3,HAL,2018,640,2018-09-08T08:00:00Z,F
0.5750153041,8,3,3,2,HAL,2018,630,2018-08-11T08:00:00Z,S
0.4089630969,5,3,2,2,HAL,2018,620,2018-05-12T08:00:00Z,S
190.0638479447,9,4,3,3,TRW,2018,630,2018-09-08T08:00:00Z,F
1.2554121384,2,1,1,1,TRW,2018,630,2018-02-17T09:00:00Z,S
154.2607346609,9,4,3,3,TRW,2018,630,2018-09-22T08:00:00Z,F
1.8976165978,4,2,2,1,TRW,2018,630,2018-04-07T08:00:00Z,F
1.2020194698,10,4,4,3,HAL,2018,630,2018-10-20T08:00:00Z,S
0.1312368341,4,2,2,1,HAL,2018,650,2018-04-28T08:00:00Z,F
0.3813804646,4,2,2,1,HAL,2018,650,2018-04-14T08:00:00Z,F
0.2233635594,6,3,2,2,HAL,2018,650,2018-06-16T08:00:00Z,F
0.5423914265,9,4,3,3,HAL,2018,659,2018-09-22T08:00:00Z,S
0.630318637,10,4,4,3,POT,2018,610,2018-10-06T08:00:00Z,S
19.6849831592,1,1,1,1,POT,2018,610,2018-01-06T09:00:00Z,S
0.2767019561,9,4,3,3,HAL,2018,630,2018-09-08T08:00:00Z,S
2.9154716737,9,4,3,3,HAL,2018,620,2018-09-01T08:00:00Z,F
0.071447047,5,3,2,2,HAL,2018,630,2018-05-26T08:00:00Z,S
1.3507147954,9,4,3,3,HAL,2018,630,2018-09-08T08:00:00Z,F
1.2247569406,10,4,4,3,HAL,2018,620,2018-10-27T08:00:00Z,F
2.7789475402,4,2,2,1,JIG,2018,630,2018-04-21T08:00:00Z,S
0.6388526625,9,4,3,3,HAL,2018,610,2018-09-01T08:00:00Z,S
0.2821344541,8,3,3,2,HAL,2018,659,2018-08-18T08:00:00Z,S
0.0240192786,6,3,2,2,HAL,2018,640,2018-06-02T08:00:00Z,F
0.0757499259,9,4,3,3,HAL,2018,650,2018-09-08T08:00:00Z,F
89.7255510448,1,1,1,1,POT,2018,630,2018-01-06T09:00:00Z,F
4.0999122736,11,5,4,3,HAL,2018,630,2018-11-17T09:00:00Z,S
5.1969683441,11,5,4,3,HAL,2018,620,2018-11-03T08:00:00Z,S
14.0205864415,12,5,4,3,HAL,2018,630,2018-12-01T09:00:00Z,S
6.7631267874,10,4,4,3,HAL,2018,620,2018-10-27T08:00:00Z,S
0.6762414246,4,2,2,1,HAL,2018,640,2018-04-21T08:00:00Z,F
1.3714703481,2,1,1,1,HAL,2018,630,2018-02-03T09:00:00Z,S
24.355757781,4,2,2,1,TRW,2018,630,2018-04-21T08:00:00Z,F
1.8709578788,11,5,4,3,TRW,2018,630,2018-11-03T08:00:00Z,F
0.0385553515,10,4,4,3,HAL,2018,650,2018-10-13T08:00:00Z,F
1.9812029694,10,4,4,3,HAL,2018,650,2018-10-13T08:00:00Z,F
13.0120839776,12,5,4,3,HAL,2018,649,2018-12-29T09:00:00Z,S
0.013607771,9,4,3,3,HAL,2018,650,2018-09-01T08:00:00Z,F
0.5359795556,11,5,4,3,HAL,2018,610,2018-11-10T09:00:00Z,F
0.3075476031,4,2,2,1,HAL,2018,659,2018-04-07T08:00:00Z,S
16.9976797917,10,4,4,3,TRW,2018,610,2018-10-20T08:00:00Z,F
0.7505812976,2,1,1,1,HAL,2018,649,2018-02-10T09:00:00Z,S
0.1452995099,2,1,1,1,HAL,2018,649,2018-02-03T09:00:00Z,S
0.4694797575,7,3,3,2,HAL,2018,659,2018-07-21T08:00:00Z,S
2.5794056867,8,3,3,2,TRW,2018,610,2018-08-25T08:00:00Z,F
0.099814202,7,3,3,2,HAL,2018,630,2018-07-21T08:00:00Z,S
0.14156,6,3,2,2,TRW,2018,610,2018-06-23T08:00:00Z,F
0.0121242245,6,3,2,2,HAL,2018,650,2018-06-30T08:00:00Z,F
0.0417574372,6,3,2,2,HAL,2018,610,2018-06-09T08:00:00Z,S
1.0514687764,8,3,3,2,HAL,2018,630,2018-08-04T08:00:00Z,F
0.0087291192,6,3,2,2,HAL,2018,650,2018-06-09T08:00:00Z,F
0.0242404974,10,4,4,3,HAL,2018,610,2018-10-13T08:00:00Z,S
0.317820211,10,4,4,3,HAL,2018,630,2018-10-20T08:00:00Z,F
0.0485343836,9,4,3,3,HAL,2018,650,2018-09-29T08:00:00Z,F
5.1209058739,7,3,3,2,HAL,2018,610,2018-07-21T08:00:00Z,S
1.517405779,8,3,3,2,HAL,2018,610,2018-08-25T08:00:00Z,S
0.1319514197,8,3,3,2,HAL,2018,659,2018-08-04T08:00:00Z,S
0.099157054,7,3,3,2,HAL,2018,659,2018-07-07T08:00:00Z,S
1.9962600204,1,1,1,1,HAL,2018,659,2018-01-20T09:00:00Z,S
1.2268954729,10,4,4,3,HAL,2018,620,2018-10-06T08:00:00Z,S
15.3948041177,5,3,2,2,HAL,2018,649,2018-05-19T08:00:00Z,S
1.6754248242,3,2,1,1,HAL,2018,649,2018-03-03T09:00:00Z,S
0.182963477,9,4,3,3,TRW,2018,620,2018-09-15T08:00:00Z,F
0.090718474,5,3,2,2,HAL,2018,630,2018-05-12T08:00:00Z,S
18.3089663623,6,3,2,2,TRW,2018,620,2018-06-09T08:00:00Z,F
19.9263885627,6,3,2,2,TRW,2018,630,2018-06-16T08:00:00Z,F
4.9625926303,10,4,4,3,TRW,2018,630,2018-10-06T08:00:00Z,F
0.8237672905,12,5,4,3,TRW,2018,620,2018-12-15T09:00:00Z,F
17.1769613058,6,3,2,2,TRW,2018,630,2018-06-30T08:00:00Z,F
13.3939680222,9,4,3,3,TRW,2018,620,2018-09-22T08:00:00Z,F
3.4296119096,12,5,4,3,HAL,2018,659,2018-12-08T09:00:00Z,S
0.0292023654,1,1,1,1,HAL,2018,659,2018-01-27T09:00:00Z,S
95.4205606192,12,5,4,3,POT,2018,610,2018-12-08T09:00:00Z,F
7.448529916,4,2,2,1,HAL,2018,620,2018-04-14T08:00:00Z,F
0.0012742532,8,3,3,2,HAL,2018,650,2018-08-25T08:00:00Z,S
0.0028087075,4,2,2,1,HAL,2018,650,2018-04-14T08:00:00Z,S
0.1841585022,6,3,2,2,HAL,2018,650,2018-06-16T08:00:00Z,S
0.1574058093,6,3,2,2,HAL,2018,630,2018-06-02T08:00:00Z,S
15.0116394851,2,1,1,1,TRW,2018,610,2018-02-17T09:00:00Z,S
4.6143951799,3,2,1,1,TRW,2018,610,2018-03-10T09:00:00Z,S
16.1999615626,9,4,3,3,TRW,2018,610,2018-09-15T08:00:00Z,F
1.5902207933,3,2,1,1,TRW,2018,610,2018-03-03T09:00:00Z,S
2.1286441935,11,5,4,3,HAL,2018,610,2018-11-03T08:00:00Z,S
0.0151214603,5,3,2,2,HAL,2018,650,2018-05-19T08:00:00Z,F
4.62808,7,3,3,2,TRW,2018,630,2018-07-21T08:00:00Z,F
9.56237,7,3,3,2,TRW,2018,620,2018-07-07T08:00:00Z,F
0.9732817483,9,4,3,3,HAL,2018,610,2018-09-29T08:00:00Z,S
0.3957362003,3,2,1,1,HAL,2018,620,2018-03-31T08:00:00Z,S
3.5413344934,5,3,2,2,HAL,2018,620,2018-05-05T08:00:00Z,F
12.778345052,3,2,1,1,JIG,2018,610,2018-03-17T08:00:00Z,S
1.4311302122,8,3,3,2,JIG,2018,610,2018-08-11T08:00:00Z,S
0.0199277877,10,4,4,3,HAL,2018,640,2018-10-20T08:00:00Z,F
0.4121673527,6,3,2,2,HAL,2018,620,2018-06-16T08:00:00Z,F
0.0871770495,7,3,3,2,HAL,2018,620,2018-07-21T08:00:00Z,F
1.0913432421,9,4,3,3,HAL,2018,620,2018-09-01T08:00:00Z,S
0.3159687421,9,4,3,3,HAL,2018,610,2018-09-15T08:00:00Z,S
0.2471433801,9,4,3,3,HAL,2018,610,2018-09-15T08:00:00Z,S
0.0290299117,3,2,1,1,TRW,2018,640,2018-03-10T09:00:00Z,F
0.5713934707,8,3,3,2,HAL,2018,640,2018-08-11T08:00:00Z,F
0.9618055927,4,2,2,1,HAL,2018,620,2018-04-14T08:00:00Z,F
0.0417304981,3,2,1,1,TRW,2018,640,2018-03-03T09:00:00Z,F
1.0385212254,8,3,3,2,HAL,2018,620,2018-08-25T08:00:00Z,S
0.0344545061,7,3,3,2,HAL,2018,630,2018-07-28T08:00:00Z,F
22.5375237474,3,2,1,1,HAL,2018,640,2018-03-17T08:00:00Z,F
0.5003355266,6,3,2,2,HAL,2018,649,2018-06-23T08:00:00Z,S
0.1633370735,7,3,3,2,HAL,2018,640,2018-07-14T08:00:00Z,F
0.1206816564,10,4,4,3,HAL,2018,649,2018-10-06T08:00:00Z,S
0.1425420908,8,3,3,2,HAL,2018,620,2018-08-18T08:00:00Z,S
4.5461063859,3,2,1,1,POT,2018,630,2018-03-31T08:00:00Z,S
0.7410039486,7,3,3,2,HAL,2018,650,2018-07-21T08:00:00Z,F
0.3568568544,3,2,1,1,JIG,2018,630,2018-03-17T08:00:00Z,S
5.5864991015,3,2,1,1,HAL,2018,610,2018-03-03T09:00:00Z,F
86.9897595788,1,1,1,1,POT,2018,610,2018-01-06T09:00:00Z,F
5.1377381788,10,4,4,3,POT,2018,610,2018-10-13T08:00:00Z,F
2.3444567212,4,2,2,1,HAL,2018,620,2018-04-21T08:00:00Z,S
0.0398050446,10,4,4,3,HAL,2018,650,2018-10-20T08:00:00Z,F
4.4061962822,3,2,1,1,HAL,2018,659,2018-03-31T08:00:00Z,S
0.0544690581,2,1,1,1,HAL,2018,659,2018-02-24T09:00:00Z,S
