TONS,MONTH,SEASON,QUARTER,TRIMESTER,GEAR,YEAR,AREA,WED,STATE
21.09,2,1,1,1,TRW,1995,620,1995-02-04T09:00:00Z,NA
698.43,2,1,1,1,TRW,1995,630,1995-02-04T09:00:00Z,NA
3.08,6,3,2,2,HAL,1995,659,1995-06-03T08:00:00Z,NA
47.58,2,1,1,1,POT,1995,649,1995-02-18T09:00:00Z,NA
96.28,5,3,2,2,TRW,1995,620,1995-05-06T08:00:00Z,NA
3445.26,3,2,1,1,TRW,1995,630,1995-03-18T09:00:00Z,NA
0,1,1,1,1,POT,1995,649,1995-01-28T09:00:00Z,NA
0.01,8,3,3,2,HAL,1995,659,1995-08-05T08:00:00Z,NA
29.5,1,1,1,1,TRW,1995,610,1995-01-28T09:00:00Z,NA
1.2,6,3,2,2,HAL,1995,650,1995-06-24T08:00:00Z,NA
171.54,3,2,1,1,TRW,1995,610,1995-03-11T09:00:00Z,NA
215.1,1,1,1,1,HAL,1995,610,1995-01-28T09:00:00Z,NA
249.22,1,1,1,1,TRW,1995,610,1995-01-28T09:00:00Z,NA
0.09,8,3,3,2,HAL,1995,659,1995-08-26T08:00:00Z,NA
2272.15,3,2,1,1,TRW,1995,620,1995-03-25T09:00:00Z,NA
1230.89,3,2,1,1,TRW,1995,610,1995-03-04T09:00:00Z,NA
57.35,4,2,2,1,TRW,1995,630,1995-04-01T09:00:00Z,NA
0.26,5,3,2,2,POT,1995,640,1995-05-27T08:00:00Z,NA
0.58,10,4,4,3,HAL,1995,650,1995-10-14T08:00:00Z,NA
0.29,5,3,2,2,JIG,1995,649,1995-05-20T08:00:00Z,NA
0.05,7,3,3,2,HAL,1995,620,1995-07-01T08:00:00Z,NA
4.18,2,1,1,1,JIG,1995,630,1995-02-18T09:00:00Z,NA
3.02,4,2,2,1,HAL,1995,630,1995-04-01T09:00:00Z,NA
0.53,3,2,1,1,HAL,1995,659,1995-03-25T09:00:00Z,NA
0.07,2,1,1,1,HAL,1995,650,1995-02-18T09:00:00Z,NA
0.01,8,3,3,2,HAL,1995,640,1995-08-12T08:00:00Z,NA
2.42,2,1,1,1,JIG,1995,630,1995-02-04T09:00:00Z,NA
9.55,2,1,1,1,JIG,1995,630,1995-02-11T09:00:00Z,NA
114.31,10,4,4,3,TRW,1995,620,1995-10-07T08:00:00Z,NA
203.87,3,2,1,1,TRW,1995,610,1995-03-25T09:00:00Z,NA
0.28,12,5,4,3,HAL,1995,659,1995-12-09T09:00:00Z,NA
0.91,3,2,1,1,HAL,1995,659,1995-03-04T09:00:00Z,NA
2.01,7,3,3,2,TRW,1995,640,1995-07-15T08:00:00Z,NA
9.81,2,1,1,1,HAL,1995,610,1995-02-25T09:00:00Z,NA
0.04,7,3,3,2,HAL,1995,640,1995-07-01T08:00:00Z,NA
0.02,4,2,2,1,POT,1995,649,1995-04-29T08:00:00Z,NA
0.01,6,3,2,2,POT,1995,649,1995-06-24T08:00:00Z,NA
0.01,10,4,4,3,HAL,1995,610,1995-10-21T08:00:00Z,NA
37.77,10,4,4,3,HAL,1995,610,1995-10-28T08:00:00Z,NA
5.55,8,3,3,2,JIG,1995,630,1995-08-26T08:00:00Z,NA
0.67,9,4,3,3,HAL,1995,620,1995-09-16T08:00:00Z,NA
14.31,7,3,3,2,TRW,1995,630,1995-07-29T08:00:00Z,NA
0.02,7,3,3,2,HAL,1995,659,1995-07-08T08:00:00Z,NA
0,4,2,2,1,HAL,1995,649,1995-04-22T08:00:00Z,NA
0.01,9,4,3,3,TRW,1995,610,1995-09-09T08:00:00Z,NA
29.73,4,2,2,1,HAL,1995,610,1995-04-29T08:00:00Z,NA
102.76,4,2,2,1,HAL,1995,610,1995-04-22T08:00:00Z,NA
1.27,6,3,2,2,HAL,1995,620,1995-06-10T08:00:00Z,NA
2.3,7,3,3,2,TRW,1995,640,1995-07-15T08:00:00Z,NA
5.96,10,4,4,3,POT,1995,610,1995-10-14T08:00:00Z,NA
3.6,7,3,3,2,TRW,1995,610,1995-07-15T08:00:00Z,NA
74.48,3,2,1,1,TRW,1996,620,1996-03-23T09:00:00Z,NA
0.13,4,2,2,1,JIG,1996,610,1996-04-27T08:00:00Z,NA
97.88,3,2,1,1,TRW,1996,620,1996-03-16T09:00:00Z,NA
49.27,11,5,4,3,TRW,1996,630,1996-11-23T09:00:00Z,NA
578.18,1,1,1,1,POT,1996,630,1996-01-06T09:00:00Z,NA
649.58,1,1,1,1,POT,1996,630,1996-01-20T09:00:00Z,NA
0.18,8,3,3,2,HAL,1996,610,1996-08-31T08:00:00Z,NA
77.55,2,1,1,1,POT,1996,610,1996-02-17T09:00:00Z,NA
0.28,6,3,2,2,HAL,1996,610,1996-06-29T08:00:00Z,NA
43.18,2,1,1,1,POT,1996,610,1996-02-10T09:00:00Z,NA
63.39,2,1,1,1,POT,1996,610,1996-02-24T09:00:00Z,NA
1.03,9,4,3,3,HAL,1996,610,1996-09-07T08:00:00Z,NA
0.09,6,3,2,2,HAL,1996,650,1996-06-29T08:00:00Z,NA
121.45,3,2,1,1,POT,1996,610,1996-03-02T09:00:00Z,NA
2.18,7,3,3,2,HAL,1996,610,1996-07-06T08:00:00Z,NA
800.13,3,2,1,1,HAL,1996,630,1996-03-02T09:00:00Z,NA
14.87,3,2,1,1,HAL,1996,610,1996-03-02T09:00:00Z,NA
731.61,2,1,1,1,HAL,1996,610,1996-02-17T09:00:00Z,NA
1.09,6,3,2,2,HAL,1996,650,1996-06-22T08:00:00Z,NA
0.6,4,2,2,1,JIG,1996,630,1996-04-13T08:00:00Z,NA
0.27,4,2,2,1,HAL,1996,650,1996-04-06T09:00:00Z,NA
1.76,5,3,2,2,HAL,1996,640,1996-05-04T08:00:00Z,NA
4.72,10,4,4,3,HAL,1996,659,1996-10-12T08:00:00Z,NA
19.21,3,2,1,1,HAL,1996,630,1996-03-02T09:00:00Z,NA
0.41,8,3,3,2,HAL,1996,650,1996-08-24T08:00:00Z,NA
0.59,6,3,2,2,HAL,1996,659,1996-06-08T08:00:00Z,NA
1.58,10,4,4,3,HAL,1996,659,1996-10-19T08:00:00Z,NA
3.86,4,2,2,1,HAL,1996,630,1996-04-27T08:00:00Z,NA
0.09,11,5,4,3,HAL,1996,659,1996-11-30T09:00:00Z,NA
2.36,10,4,4,3,HAL,1996,630,1996-10-05T08:00:00Z,NA
2.54,7,3,3,2,HAL,1996,620,1996-07-13T08:00:00Z,NA
0.14,6,3,2,2,HAL,1996,630,1996-06-22T08:00:00Z,NA
1.25,7,3,3,2,HAL,1996,620,1996-07-06T08:00:00Z,NA
21.69,9,4,3,3,TRW,1996,620,1996-09-14T08:00:00Z,NA
20.04,2,1,1,1,TRW,1996,620,1996-02-24T09:00:00Z,NA
2.08,7,3,3,2,HAL,1996,610,1996-07-13T08:00:00Z,NA
29.37,3,2,1,1,HAL,1996,620,1996-03-23T09:00:00Z,NA
158.22,1,1,1,1,HAL,1996,610,1996-01-06T09:00:00Z,NA
0.22,10,4,4,3,HAL,1996,650,1996-10-12T08:00:00Z,NA
0.01,12,5,4,3,HAL,1996,650,1996-12-21T09:00:00Z,NA
0.06,11,5,4,3,HAL,1996,640,1996-11-02T09:00:00Z,NA
0.13,6,3,2,2,HAL,1996,640,1996-06-01T08:00:00Z,NA
0.32,8,3,3,2,HAL,1996,640,1996-08-17T08:00:00Z,NA
0.72,1,1,1,1,HAL,1996,650,1996-01-06T09:00:00Z,NA
0.34,9,4,3,3,HAL,1996,650,1996-09-14T08:00:00Z,NA
0.01,7,3,3,2,TRW,1996,640,1996-07-06T08:00:00Z,NA
1.1,11,5,4,3,TRW,1996,640,1996-11-16T09:00:00Z,NA
57.54,10,4,4,3,TRW,1996,620,1996-10-19T08:00:00Z,NA
32.37,7,3,3,2,TRW,1996,620,1996-07-06T08:00:00Z,NA
166.79,5,3,2,2,TRW,1996,620,1996-05-04T08:00:00Z,NA
42.81,4,2,2,1,TRW,1996,620,1996-04-27T08:00:00Z,NA
0.23,6,3,2,2,HAL,1996,640,1996-06-22T08:00:00Z,NA
2.16,3,2,1,1,HAL,1996,640,1996-03-23T09:00:00Z,NA
6.4,8,3,3,2,TRW,1996,610,1996-08-03T08:00:00Z,NA
0.02,10,4,4,3,HAL,1996,610,1996-10-05T08:00:00Z,NA
0.02,4,2,2,1,HAL,1996,650,1996-04-06T09:00:00Z,NA
0.96,7,3,3,2,HAL,1996,640,1996-07-27T08:00:00Z,NA
72.84,2,1,1,1,POT,1996,620,1996-02-24T09:00:00Z,NA
0.03,4,2,2,1,HAL,1996,610,1996-04-27T08:00:00Z,NA
0.57,9,4,3,3,HAL,1996,620,1996-09-21T08:00:00Z,NA
3.82,7,3,3,2,TRW,1996,620,1996-07-27T08:00:00Z,NA
0.1,6,3,2,2,HAL,1996,630,1996-06-01T08:00:00Z,NA
26.17,6,3,2,2,POT,1996,610,1996-06-08T08:00:00Z,NA
939.04,2,1,1,1,TRW,1996,610,1996-02-17T09:00:00Z,NA
0.07,4,2,2,1,POT,1996,640,1996-04-06T09:00:00Z,NA
0.05,12,5,4,3,HAL,1996,659,1996-12-28T09:00:00Z,NA
0.4,11,5,4,3,HAL,1996,610,1996-11-09T09:00:00Z,NA
0,2,1,1,1,POT,1996,649,1996-02-10T09:00:00Z,NA
5.55,1,1,1,1,POT,1996,649,1996-01-13T09:00:00Z,NA
13.91,1,1,1,1,POT,1996,649,1996-01-27T09:00:00Z,NA
0.17,10,4,4,3,HAL,1996,620,1996-10-05T08:00:00Z,NA
6.96,2,1,1,1,HAL,1996,620,1996-02-17T09:00:00Z,NA
0.04,9,4,3,3,HAL,1996,620,1996-09-28T08:00:00Z,NA
715.45,11,5,4,3,TRW,1997,630,1997-11-01T09:00:00Z,NA
2466.97,3,2,1,1,TRW,1997,630,1997-03-15T09:00:00Z,NA
2887.54,3,2,1,1,TRW,1997,610,1997-03-15T09:00:00Z,NA
55.84,3,2,1,1,TRW,1997,610,1997-03-22T09:00:00Z,NA
44.11,7,3,3,2,TRW,1997,610,1997-07-05T08:00:00Z,NA
92.9,3,2,1,1,TRW,1997,630,1997-03-22T09:00:00Z,NA
143.31,10,4,4,3,TRW,1997,620,1997-10-11T08:00:00Z,NA
16.79,3,2,1,1,HAL,1997,630,1997-03-08T09:00:00Z,NA
0.1,9,4,3,3,HAL,1997,630,1997-09-20T08:00:00Z,NA
0.75,7,3,3,2,HAL,1997,630,1997-07-19T08:00:00Z,NA
1231.41,3,2,1,1,HAL,1997,630,1997-03-01T09:00:00Z,NA
3.65,5,3,2,2,HAL,1997,640,1997-05-10T08:00:00Z,NA
57.35,3,2,1,1,HAL,1997,610,1997-03-08T09:00:00Z,NA
12.53,9,4,3,3,TRW,1997,610,1997-09-06T08:00:00Z,NA
0.23,3,2,1,1,POT,1997,620,1997-03-08T09:00:00Z,NA
0.11,7,3,3,2,HAL,1997,630,1997-07-19T08:00:00Z,NA
0.22,4,2,2,1,HAL,1997,630,1997-04-19T08:00:00Z,NA
0.63,9,4,3,3,TRW,1997,610,1997-09-27T08:00:00Z,NA
0,12,5,4,3,TRW,1997,630,1997-12-13T09:00:00Z,NA
154.16,4,2,2,1,TRW,1997,620,1997-04-26T08:00:00Z,NA
5.86,9,4,3,3,TRW,1997,620,1997-09-13T08:00:00Z,NA
1.76,8,3,3,2,HAL,1997,630,1997-08-30T08:00:00Z,NA
316.32,1,1,1,1,POT,1997,630,1997-01-11T09:00:00Z,NA
4.96,3,2,1,1,HAL,1997,630,1997-03-29T09:00:00Z,NA
3.14,2,1,1,1,POT,1997,620,1997-02-22T09:00:00Z,NA
16.58,1,1,1,1,HAL,1997,610,1997-01-18T09:00:00Z,NA
42.02,2,1,1,1,HAL,1997,610,1997-02-01T09:00:00Z,NA
719.51,2,1,1,1,HAL,1997,610,1997-02-08T09:00:00Z,NA
3.36,2,1,1,1,HAL,1997,610,1997-02-22T09:00:00Z,NA
1.53,4,2,2,1,HAL,1997,659,1997-04-19T08:00:00Z,NA
2.9,4,2,2,1,HAL,1997,659,1997-04-12T08:00:00Z,NA
0.05,1,1,1,1,HAL,1997,659,1997-01-04T09:00:00Z,NA
0.15,12,5,4,3,TRW,1997,630,1997-12-13T09:00:00Z,NA
2.73,2,1,1,1,HAL,1997,659,1997-02-15T09:00:00Z,NA
5.53,5,3,2,2,HAL,1997,659,1997-05-10T08:00:00Z,NA
6.26,4,2,2,1,HAL,1997,659,1997-04-05T09:00:00Z,NA
7.64,8,3,3,2,HAL,1997,630,1997-08-16T08:00:00Z,NA
0.14,3,2,1,1,POT,1997,630,1997-03-08T09:00:00Z,NA
0.18,6,3,2,2,HAL,1997,649,1997-06-28T08:00:00Z,NA
0.1,11,5,4,3,HAL,1997,649,1997-11-15T09:00:00Z,NA
7.27,2,1,1,1,POT,1997,630,1997-02-15T09:00:00Z,NA
3.03,2,1,1,1,POT,1997,630,1997-02-08T09:00:00Z,NA
0.47,8,3,3,2,HAL,1997,640,1997-08-23T08:00:00Z,NA
0.04,8,3,3,2,HAL,1997,620,1997-08-23T08:00:00Z,NA
1.17,8,3,3,2,HAL,1997,610,1997-08-23T08:00:00Z,NA
0.66,10,4,4,3,HAL,1997,650,1997-10-04T08:00:00Z,NA
0,3,2,1,1,POT,1997,640,1997-03-22T09:00:00Z,NA
0,12,5,4,3,POT,1997,610,1997-12-20T09:00:00Z,NA
0.21,12,5,4,3,HAL,1997,650,1997-12-13T09:00:00Z,NA
2.09,8,3,3,2,HAL,1997,650,1997-08-09T08:00:00Z,NA
2.05,8,3,3,2,HAL,1997,610,1997-08-16T08:00:00Z,NA
0.09,4,2,2,1,HAL,1997,649,1997-04-26T08:00:00Z,NA
0.12,5,3,2,2,HAL,1997,649,1997-05-03T08:00:00Z,NA
0.47,10,4,4,3,HAL,1997,649,1997-10-04T08:00:00Z,NA
0.62,2,1,1,1,POT,1997,610,1997-02-15T09:00:00Z,NA
0.76,2,1,1,1,POT,1997,610,1997-02-22T09:00:00Z,NA
2.39,6,3,2,2,TRW,1997,610,1997-06-21T08:00:00Z,NA
24.11,5,3,2,2,TRW,1997,610,1997-05-03T08:00:00Z,NA
0.77,8,3,3,2,HAL,1997,650,1997-08-30T08:00:00Z,NA
23.13,8,3,3,2,TRW,1997,620,1997-08-02T08:00:00Z,NA
35.16,11,5,4,3,TRW,1997,630,1997-11-15T09:00:00Z,NA
0.45,7,3,3,2,TRW,1997,640,1997-07-12T08:00:00Z,NA
1.03,11,5,4,3,HAL,1997,610,1997-11-08T09:00:00Z,NA
0.25,4,2,2,1,HAL,1997,630,1997-04-26T08:00:00Z,NA
0.1,8,3,3,2,HAL,1997,659,1997-08-09T08:00:00Z,NA
2.44,7,3,3,2,TRW,1997,640,1997-07-26T08:00:00Z,NA
0.39,5,3,2,2,HAL,1997,659,1997-05-31T08:00:00Z,NA
0.08,9,4,3,3,HAL,1997,659,1997-09-20T08:00:00Z,NA
0.9,3,2,1,1,HAL,1997,659,1997-03-22T09:00:00Z,NA
9.51,11,5,4,3,TRW,1997,630,1997-11-29T09:00:00Z,NA
2.68,2,1,1,1,POT,1997,620,1997-02-15T09:00:00Z,NA
2.13,2,1,1,1,POT,1997,620,1997-02-08T09:00:00Z,NA
6.24,6,3,2,2,TRW,1997,630,1997-06-14T08:00:00Z,NA
1.55,2,1,1,1,HAL,1997,649,1997-02-15T09:00:00Z,NA
0.14,6,3,2,2,HAL,1997,640,1997-06-07T08:00:00Z,NA
2.55,10,4,4,3,HAL,1997,659,1997-10-18T08:00:00Z,NA
0,7,3,3,2,POT,1997,610,1997-07-19T08:00:00Z,NA
0,8,3,3,2,POT,1997,610,1997-08-23T08:00:00Z,NA
0,11,5,4,3,HAL,1997,650,1997-11-08T09:00:00Z,NA
0.17,10,4,4,3,HAL,1997,659,1997-10-18T08:00:00Z,NA
0,7,3,3,2,HAL,1997,620,1997-07-26T08:00:00Z,NA
3.51,3,2,1,1,JIG,1997,610,1997-03-08T09:00:00Z,NA
0.71,9,4,3,3,TRW,1997,630,1997-09-20T08:00:00Z,NA
0.06,10,4,4,3,HAL,1997,620,1997-10-18T08:00:00Z,NA
20.77,1,1,1,1,HAL,1997,610,1997-01-04T09:00:00Z,NA
1.46,10,4,4,3,TRW,1997,610,1997-10-25T08:00:00Z,NA
0.67,8,3,3,2,TRW,1997,620,1997-08-30T08:00:00Z,NA
4.72,12,5,4,3,POT,1997,649,1997-12-13T09:00:00Z,NA
32.08,3,2,1,1,POT,1997,649,1997-03-01T09:00:00Z,NA
9.46,4,2,2,1,POT,1997,649,1997-04-12T08:00:00Z,NA
0.34,1,1,1,1,POT,1997,649,1997-01-25T09:00:00Z,NA
3.19,1,1,1,1,POT,1997,620,1997-01-18T09:00:00Z,NA
0.01,10,4,4,3,HAL,1997,620,1997-10-04T08:00:00Z,NA
0.79,4,2,2,1,TRW,1997,610,1997-04-12T08:00:00Z,NA
4.18,7,3,3,2,TRW,1998,620,1998-07-11T08:00:00Z,NA
32.05,8,3,3,2,TRW,1998,610,1998-08-01T08:00:00Z,NA
0.06,2,1,1,1,HAL,1998,659,1998-02-07T09:00:00Z,NA
0.08,4,2,2,1,HAL,1998,630,1998-04-18T08:00:00Z,NA
8.69,11,5,4,3,HAL,1998,630,1998-11-14T09:00:00Z,NA
0.21,11,5,4,3,HAL,1998,630,1998-11-07T09:00:00Z,NA
0.61,9,4,3,3,HAL,1998,659,1998-09-05T08:00:00Z,NA
9.41,5,3,2,2,HAL,1998,630,1998-05-16T08:00:00Z,NA
8.19,1,1,1,1,HAL,1998,659,1998-01-31T09:00:00Z,NA
613.12,2,1,1,1,HAL,1998,630,1998-02-07T09:00:00Z,NA
0.04,1,1,1,1,HAL,1998,659,1998-01-10T09:00:00Z,NA
0.87,9,4,3,3,HAL,1998,610,1998-09-19T08:00:00Z,NA
2.75,6,3,2,2,HAL,1998,650,1998-06-20T08:00:00Z,NA
1.33,5,3,2,2,HAL,1998,610,1998-05-02T08:00:00Z,NA
613.4,2,1,1,1,POT,1998,630,1998-02-28T09:00:00Z,NA
0.38,7,3,3,2,HAL,1998,610,1998-07-18T08:00:00Z,NA
0.03,3,2,1,1,HAL,1998,659,1998-03-21T09:00:00Z,NA
0.6,5,3,2,2,HAL,1998,630,1998-05-02T08:00:00Z,NA
7.92,2,1,1,1,HAL,1998,659,1998-02-28T09:00:00Z,NA
0.81,4,2,2,1,JIG,1998,649,1998-04-04T09:00:00Z,NA
0.04,12,5,4,3,HAL,1998,630,1998-12-19T09:00:00Z,NA
1.92,9,4,3,3,HAL,1998,630,1998-09-05T08:00:00Z,NA
5.92,7,3,3,2,HAL,1998,630,1998-07-11T08:00:00Z,NA
0.09,3,2,1,1,HAL,1998,610,1998-03-28T09:00:00Z,NA
3.09,10,4,4,3,HAL,1998,650,1998-10-17T08:00:00Z,NA
0.99,10,4,4,3,HAL,1998,610,1998-10-17T08:00:00Z,NA
0,5,3,2,2,HAL,1998,610,1998-05-23T08:00:00Z,NA
4.43,4,2,2,1,HAL,1998,630,1998-04-25T08:00:00Z,NA
0.04,11,5,4,3,HAL,1998,640,1998-11-07T09:00:00Z,NA
0,3,2,1,1,HAL,1998,610,1998-03-28T09:00:00Z,NA
0.03,5,3,2,2,HAL,1998,630,1998-05-09T08:00:00Z,NA
5.72,8,3,3,2,HAL,1998,630,1998-08-22T08:00:00Z,NA
1.92,7,3,3,2,HAL,1998,620,1998-07-11T08:00:00Z,NA
151.48,3,2,1,1,TRW,1998,620,1998-03-28T09:00:00Z,NA
0.18,10,4,4,3,TRW,1998,620,1998-10-31T09:00:00Z,NA
3502.14,3,2,1,1,TRW,1998,610,1998-03-07T09:00:00Z,NA
9.43,3,2,1,1,TRW,1998,620,1998-03-21T09:00:00Z,NA
1.83,8,3,3,2,HAL,1998,630,1998-08-08T08:00:00Z,NA
6.67,2,1,1,1,TRW,1998,620,1998-02-14T09:00:00Z,NA
60.09,1,1,1,1,TRW,1998,630,1998-01-24T09:00:00Z,NA
6.56,2,1,1,1,TRW,1998,620,1998-02-07T09:00:00Z,NA
0.69,8,3,3,2,HAL,1998,650,1998-08-08T08:00:00Z,NA
22.15,9,4,3,3,TRW,1998,630,1998-09-12T08:00:00Z,NA
22.72,7,3,3,2,TRW,1998,630,1998-07-18T08:00:00Z,NA
3.05,2,1,1,1,JIG,1998,630,1998-02-07T09:00:00Z,NA
124.73,1,1,1,1,TRW,1998,630,1998-01-31T09:00:00Z,NA
0.08,9,4,3,3,HAL,1998,649,1998-09-12T08:00:00Z,NA
11.99,10,4,4,3,HAL,1998,620,1998-10-17T08:00:00Z,NA
0.02,5,3,2,2,HAL,1998,650,1998-05-02T08:00:00Z,NA
52.11,2,1,1,1,TRW,1998,620,1998-02-28T09:00:00Z,NA
374.91,2,1,1,1,POT,1998,620,1998-02-21T09:00:00Z,NA
1.26,8,3,3,2,HAL,1998,650,1998-08-01T08:00:00Z,NA
0.47,7,3,3,2,HAL,1998,640,1998-07-18T08:00:00Z,NA
0.04,10,4,4,3,HAL,1998,650,1998-10-24T08:00:00Z,NA
183.15,3,2,1,1,HAL,1998,610,1998-03-07T09:00:00Z,NA
0.45,5,3,2,2,HAL,1998,610,1998-05-16T08:00:00Z,NA
7.97,9,4,3,3,TRW,1998,610,1998-09-19T08:00:00Z,NA
3.82,10,4,4,3,HAL,1998,640,1998-10-31T09:00:00Z,NA
0.01,7,3,3,2,HAL,1998,620,1998-07-25T08:00:00Z,NA
72.05,1,1,1,1,TRW,1998,610,1998-01-24T09:00:00Z,NA
125.57,1,1,1,1,POT,1998,620,1998-01-24T09:00:00Z,NA
0.12,2,1,1,1,POT,1998,610,1998-02-28T09:00:00Z,NA
5.08,9,4,3,3,HAL,1998,630,1998-09-26T08:00:00Z,NA
0.98,2,1,1,1,POT,1998,620,1998-02-14T09:00:00Z,NA
0.11,11,5,4,3,HAL,1998,650,1998-11-28T09:00:00Z,NA
0.23,7,3,3,2,HAL,1998,650,1998-07-25T08:00:00Z,NA
17.11,4,2,2,1,TRW,1998,630,1998-04-11T08:00:00Z,NA
613.55,2,1,1,1,HAL,1998,610,1998-02-28T09:00:00Z,NA
52.64,4,2,2,1,TRW,1998,620,1998-04-25T08:00:00Z,NA
30.06,3,2,1,1,TRW,1998,610,1998-03-14T09:00:00Z,NA
7.37,7,3,3,2,TRW,1998,620,1998-07-11T08:00:00Z,NA
36.2,4,2,2,1,TRW,1998,610,1998-04-25T08:00:00Z,NA
2.91,2,1,1,1,HAL,1998,610,1998-02-07T09:00:00Z,NA
0.29,12,5,4,3,HAL,1998,650,1998-12-26T09:00:00Z,NA
0.01,6,3,2,2,TRW,1998,630,1998-06-20T08:00:00Z,NA
29.4,4,2,2,1,TRW,1998,620,1998-04-25T08:00:00Z,NA
0.44,12,5,4,3,HAL,1998,659,1998-12-19T09:00:00Z,NA
0.04,4,2,2,1,HAL,1998,650,1998-04-25T08:00:00Z,NA
0.29,7,3,3,2,HAL,1998,650,1998-07-11T08:00:00Z,NA
0.03,1,1,1,1,HAL,1998,650,1998-01-31T09:00:00Z,NA
0.08,8,3,3,2,JIG,1998,650,1998-08-29T08:00:00Z,NA
0.2,2,1,1,1,HAL,1998,649,1998-02-28T09:00:00Z,NA
0.15,8,3,3,2,HAL,1998,650,1998-08-15T08:00:00Z,NA
9.44,2,1,1,1,HAL,1998,649,1998-02-14T09:00:00Z,NA
0.23,9,4,3,3,HAL,1998,650,1998-09-05T08:00:00Z,NA
33.38,3,2,1,1,POT,1998,649,1998-03-14T09:00:00Z,NA
0.06,3,2,1,1,POT,1998,649,1998-03-14T09:00:00Z,NA
7.19,8,3,3,2,TRW,1998,610,1998-08-29T08:00:00Z,NA
0.11,7,3,3,2,HAL,1998,659,1998-07-11T08:00:00Z,NA
30.14,4,2,2,1,HAL,1999,610,1999-04-24T08:00:00Z,NA
2617.9,3,2,1,1,TRW,1999,630,1999-03-13T09:00:00Z,NA
9.18,4,2,2,1,TRW,1999,630,1999-04-24T08:00:00Z,NA
436.1,10,4,4,3,TRW,1999,620,1999-10-09T08:00:00Z,NA
353.85,7,3,3,2,TRW,1999,630,1999-07-17T08:00:00Z,NA
161.35,8,3,3,2,POT,1999,620,1999-08-21T08:00:00Z,NA
72.75,3,2,1,1,TRW,1999,630,1999-03-27T09:00:00Z,NA
0.19,6,3,2,2,HAL,1999,610,1999-06-12T08:00:00Z,NA
3.04,5,3,2,2,HAL,1999,630,1999-05-08T08:00:00Z,NA
0.42,4,2,2,1,HAL,1999,630,1999-04-24T08:00:00Z,NA
18.07,8,3,3,2,TRW,1999,630,1999-08-07T08:00:00Z,NA
1.97,5,3,2,2,HAL,1999,630,1999-05-22T08:00:00Z,NA
0.27,6,3,2,2,HAL,1999,649,1999-06-12T08:00:00Z,NA
0,8,3,3,2,HAL,1999,649,1999-08-21T08:00:00Z,NA
0.12,8,3,3,2,HAL,1999,630,1999-08-14T08:00:00Z,NA
3.15,10,4,4,3,HAL,1999,630,1999-10-30T08:00:00Z,NA
0,10,4,4,3,HAL,1999,640,1999-10-09T08:00:00Z,NA
423.26,1,1,1,1,HAL,1999,630,1999-01-23T09:00:00Z,NA
260.15,1,1,1,1,TRW,1999,630,1999-01-30T09:00:00Z,NA
911.83,10,4,4,3,TRW,1999,630,1999-10-02T08:00:00Z,NA
4.63,4,2,2,1,TRW,1999,620,1999-04-03T09:00:00Z,NA
0.57,6,3,2,2,POT,1999,630,1999-06-12T08:00:00Z,NA
0.57,7,3,3,2,HAL,1999,620,1999-07-17T08:00:00Z,NA
2.82,11,5,4,3,HAL,1999,630,1999-11-20T09:00:00Z,NA
4.6,10,4,4,3,HAL,1999,630,1999-10-09T08:00:00Z,NA
2.73,9,4,3,3,HAL,1999,630,1999-09-04T08:00:00Z,NA
4233.85,2,1,1,1,TRW,1999,610,1999-02-27T09:00:00Z,NA
0.3,9,4,3,3,HAL,1999,620,1999-09-18T08:00:00Z,NA
56.5,1,1,1,1,POT,1999,610,1999-01-30T09:00:00Z,NA
0.36,5,3,2,2,HAL,1999,620,1999-05-08T08:00:00Z,NA
0.05,4,2,2,1,HAL,1999,620,1999-04-17T08:00:00Z,NA
0.2,10,4,4,3,HAL,1999,630,1999-10-23T08:00:00Z,NA
4.96,2,1,1,1,POT,1999,610,1999-02-13T09:00:00Z,NA
0,8,3,3,2,HAL,1999,650,1999-08-28T08:00:00Z,NA
2.07,6,3,2,2,HAL,1999,650,1999-06-26T08:00:00Z,NA
0.52,5,3,2,2,HAL,1999,650,1999-05-15T08:00:00Z,NA
0.27,8,3,3,2,HAL,1999,659,1999-08-07T08:00:00Z,NA
0.66,8,3,3,2,TRW,1999,640,1999-08-21T08:00:00Z,NA
1.64,6,3,2,2,TRW,1999,620,1999-06-19T08:00:00Z,NA
6.66,2,1,1,1,TRW,1999,620,1999-02-20T09:00:00Z,NA
19.83,2,1,1,1,TRW,1999,630,1999-02-27T09:00:00Z,NA
0.02,8,3,3,2,HAL,1999,659,1999-08-21T08:00:00Z,NA
0.84,6,3,2,2,TRW,1999,620,1999-06-12T08:00:00Z,NA
9.82,9,4,3,3,TRW,1999,620,1999-09-25T08:00:00Z,NA
1.31,5,3,2,2,HAL,1999,659,1999-05-22T08:00:00Z,NA
3.44,4,2,2,1,HAL,1999,659,1999-04-10T08:00:00Z,NA
1068.13,3,2,1,1,TRW,1999,620,1999-03-13T09:00:00Z,NA
1.98,10,4,4,3,HAL,1999,659,1999-10-30T08:00:00Z,NA
0.01,10,4,4,3,HAL,1999,610,1999-10-16T08:00:00Z,NA
0.21,11,5,4,3,HAL,1999,610,1999-11-06T09:00:00Z,NA
3.62,6,3,2,2,HAL,1999,610,1999-06-05T08:00:00Z,NA
0.06,10,4,4,3,HAL,1999,650,1999-10-23T08:00:00Z,NA
